,NAME,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14
BK0421,高速公路,93.26,86.79,84.37,83.02,79.51,74.66,83.02,88.68,84.91,87.33,91.37,83.83,82.21,92.72,96.23,96.5,96.5,94.88,92.99,76.82,69.54,77.9,74.93,62.53,66.58,87.33,86.52,72.24,79.51,75.47,60.38,65.77,64.42,49.06,36.39,40.97,62.53,79.51,85.98,80.59,84.1,80.05,75.47,66.58,69.54,43.67,27.76,44.74,45.28,49.06,46.9,37.2,28.3,16.71,9.16,6.74,6.2,0.54,0.81,1.62,1.08,2.16,1.62,2.43,6.74,11.32,11.32,8.89,5.66,5.12,8.36,16.71,19.41,10.78,21.29,17.79,13.48,15.36,11.05,16.71,14.56,16.71,20.22,11.59,6.2,8.89,21.56,30.73,47.71,36.12,42.32,32.35,28.84,44.74,50.4,66.04,42.32,34.77,30.46,23.18,22.91,24.26,25.34,34.23,30.73,25.88,19.14,17.25,15.9,33.42,28.57,30.73,38.54,19.95,13.21,12.94,43.4,50.4,60.65,61.19,75.74,68.19,72.24,71.7,75.47,80.86,86.52,85.98,88.14,80.59
BK0478,有色金属,92.99,98.92,98.65,96.77,89.22,87.33,73.32,71.43,20.75,7.01,3.23,4.85,14.82,9.97,35.04,6.47,3.5,12.67,9.16,26.15,49.33,3.77,2.7,1.35,3.77,20.75,10.78,19.41,14.29,47.17,82.48,83.29,85.18,89.76,80.05,89.22,88.68,95.42,97.57,97.84,94.88,95.42,90.3,90.84,91.11,88.14,90.03,77.09,85.44,82.48,78.98,78.71,66.85,59.84,76.55,46.36,38.54,12.67,1.35,0.54,0.54,0.54,2.16,6.2,3.23,0.54,0.81,6.74,2.16,4.85,10.78,8.63,9.97,4.04,1.89,4.31,2.16,4.31,23.99,47.71,73.32,70.35,89.49,87.33,93.53,94.61,95.69,96.23,98.11,96.23,97.04,97.3,97.57,98.65,98.92,98.65,98.65,98.65,98.11,96.77,96.5,96.5,96.5,96.77,96.5,95.69,96.5,95.69,91.91,95.96,94.34,92.72,86.25,78.17,92.45,96.5,96.23,96.23,97.3,97.84,97.04,97.04,94.88,94.88,95.96,95.42,94.61,96.23,98.38,96.23
BK0464,石油行业,92.72,84.37,83.56,84.64,79.25,83.83,70.89,64.69,29.92,16.71,27.49,26.68,27.76,73.85,89.76,83.83,22.91,4.85,1.62,11.05,11.86,18.06,14.56,4.58,5.12,10.24,19.68,29.38,21.02,21.56,23.99,20.49,21.56,6.2,5.39,5.66,15.9,47.98,65.5,81.94,74.66,78.71,71.7,65.77,63.07,82.75,73.85,71.7,78.44,79.78,78.17,75.2,72.24,71.97,63.61,71.97,89.76,78.17,28.3,12.94,23.45,40.97,28.57,64.96,59.57,60.11,54.18,47.71,37.74,57.41,52.02,56.87,60.92,49.6,54.18,42.59,9.97,20.75,36.12,40.7,32.88,10.51,23.99,6.2,4.85,2.16,2.7,12.13,11.32,1.35,2.43,3.77,7.55,16.17,26.95,27.49,27.22,20.49,15.9,11.59,17.52,20.49,21.56,25.88,32.88,38.01,50.67,50.13,63.34,67.92,77.36,68.46,66.58,77.9,73.58,75.47,86.52,91.91,93.8,92.99,94.07,95.15,97.04,97.84,96.77,96.5,98.38,97.84,96.77,98.11
BK0813,雄安新区,92.45,93.26,93.26,92.18,93.26,91.91,91.37,91.11,92.45,93.26,93.53,92.99,92.45,90.57,83.83,91.64,89.76,83.56,80.86,74.66,71.43,64.15,54.72,43.13,19.41,25.88,38.01,28.3,15.9,19.95,18.33,22.1,14.02,16.71,21.02,10.51,13.21,21.83,25.88,28.57,29.92,29.65,21.02,31.0,21.02,28.84,22.64,24.8,28.3,28.03,22.91,27.49,25.07,25.88,28.57,24.26,45.28,37.47,31.54,28.03,29.38,36.12,42.86,50.13,53.91,54.45,52.29,54.99,53.37,49.87,53.37,58.76,59.3,56.33,57.41,56.33,44.74,52.83,52.83,57.41,54.99,54.45,58.49,50.4,56.87,56.87,62.26,63.07,64.42,60.38,61.73,52.02,52.56,58.76,51.75,50.4,53.64,56.06,54.99,48.79,51.75,47.71,43.4,45.28,40.7,49.87,51.48,50.4,50.94,53.1,56.33,50.13,50.4,48.52,55.26,60.38,62.8,52.56,58.22,62.53,66.04,73.05,75.47,73.05,66.85,64.42,66.85,67.12,69.81,67.92
BK0561,基本金属,92.18,99.19,97.84,95.69,88.68,84.64,63.61,48.79,13.48,3.77,1.35,1.08,4.31,4.31,13.75,4.85,7.82,43.94,54.72,50.94,81.13,5.93,5.39,2.96,5.93,67.39,30.46,38.54,18.06,45.28,85.44,90.57,92.72,93.8,89.22,92.45,89.22,93.53,97.04,97.57,93.8,93.53,89.22,88.95,91.37,88.41,91.64,84.37,91.37,92.72,88.68,86.25,77.09,74.66,85.71,65.23,66.31,21.02,1.62,0.81,0.81,0.81,11.32,29.65,7.55,1.08,1.62,4.85,0.54,2.16,6.47,8.89,12.13,4.31,2.43,4.04,2.43,4.85,26.68,38.27,57.14,48.52,81.4,69.27,82.21,86.25,92.72,93.53,94.88,94.61,94.61,94.34,95.42,96.5,98.11,97.57,96.77,95.69,94.61,92.18,92.18,92.72,91.11,90.84,85.71,87.33,89.22,89.76,83.02,94.07,91.91,79.25,66.85,45.82,67.92,87.87,91.64,95.42,97.04,97.3,96.77,96.77,95.96,95.69,96.5,97.04,95.69,96.77,98.65,96.77
BK0843,天然气,91.91,88.14,92.45,93.26,91.11,90.57,90.03,93.26,91.91,92.45,95.15,93.8,95.15,98.11,98.92,98.65,97.04,94.34,93.8,96.5,96.23,93.8,92.45,81.4,76.82,79.25,78.98,63.07,53.91,31.27,18.6,29.11,10.51,4.31,4.58,3.77,5.12,16.98,23.18,32.61,38.27,36.93,17.52,30.46,30.73,49.6,49.33,46.36,70.35,77.09,69.0,72.51,75.47,76.55,69.0,60.92,82.21,74.93,41.24,25.61,25.34,35.58,30.46,52.56,50.13,49.87,42.32,41.24,32.61,43.94,46.9,50.13,50.13,47.44,47.98,45.55,23.18,25.07,34.5,42.32,42.32,31.81,47.44,28.3,33.42,25.61,33.69,45.55,42.32,27.49,28.57,30.73,34.5,48.52,52.56,53.37,53.1,56.6,54.72,54.18,56.33,62.53,63.07,72.51,69.54,71.7,71.7,75.74,85.44,90.57,95.42,94.88,93.26,94.07,95.69,94.88,96.77,96.77,95.15,93.53,94.88,95.69,96.77,97.3,95.69,94.88,97.57,96.5,94.07,93.8
BK0851,纾困概念,91.64,89.49,89.49,90.84,90.84,91.64,89.22,88.41,86.25,83.83,74.66,77.09,68.46,54.45,43.4,55.8,46.36,22.37,15.63,18.33,15.09,16.71,12.94,9.7,5.39,3.23,9.97,16.17,11.32,9.43,8.63,6.74,9.97,10.24,16.98,12.4,13.48,13.21,22.1,17.25,22.1,21.29,22.1,24.8,12.94,10.78,13.48,12.4,12.13,9.97,5.93,11.05,16.71,20.49,23.18,30.19,40.16,45.01,47.98,62.8,72.51,79.78,69.27,67.39,81.4,86.79,83.56,80.05,80.32,85.44,89.76,86.52,86.25,87.06,88.95,87.6,88.41,88.41,85.71,87.33,84.1,79.51,81.67,78.98,77.9,79.78,81.13,82.21,82.75,84.91,84.91,84.91,82.48,83.56,76.82,75.47,74.93,72.78,69.81,65.5,65.23,63.07,61.46,66.04,69.27,65.77,63.34,60.92,57.14,37.47,29.92,29.11,37.47,30.46,41.78,55.26,39.62,33.42,31.27,41.78,38.81,40.7,45.01,40.97,34.77,39.35,37.74,40.97,42.05,43.4
BK0512,化工原料,91.37,86.52,94.07,87.06,78.17,77.9,80.86,73.58,55.26,14.56,14.82,16.17,14.02,15.63,41.51,22.1,53.91,71.7,68.19,70.08,64.42,45.01,14.02,5.66,9.16,5.12,1.89,5.93,9.43,34.23,58.22,55.26,72.78,66.85,65.5,70.08,64.96,77.63,85.18,86.79,81.13,84.91,87.06,87.06,88.14,90.57,89.22,89.76,87.87,89.76,90.03,91.11,93.53,92.72,91.64,94.61,95.15,94.34,85.71,81.94,87.33,90.84,82.75,88.95,81.94,74.93,75.74,70.89,65.23,64.96,63.07,61.46,67.39,68.46,75.47,65.23,54.99,50.13,53.91,55.26,64.96,51.21,76.55,79.78,84.1,90.57,92.45,94.88,95.42,95.15,95.15,95.15,94.61,93.8,91.64,92.72,90.84,86.52,87.6,82.75,82.21,77.9,74.93,77.63,71.16,70.35,73.58,74.93,73.85,78.44,80.32,72.78,77.63,75.2,88.95,90.03,90.3,97.04,95.96,96.23,95.42,96.5,96.5,93.53,95.15,95.96,93.8,92.45,95.69,97.04
BK0632,土地流转,91.11,89.76,87.33,86.52,88.14,90.84,91.91,89.22,84.64,89.22,90.3,87.87,86.79,86.79,85.18,84.1,76.28,78.98,78.44,77.09,59.57,71.97,78.98,72.78,66.31,57.14,50.4,36.12,28.84,29.38,21.83,19.95,15.63,24.8,22.64,23.72,23.99,34.77,41.24,39.35,53.1,49.6,28.57,27.76,29.92,34.5,22.1,43.13,49.33,57.68,51.75,60.65,54.45,63.07,56.06,61.19,77.09,80.86,60.65,51.21,57.68,53.64,40.43,47.98,47.98,51.75,58.22,53.64,47.71,51.75,56.06,54.72,57.14,44.2,48.52,35.04,20.75,23.45,23.72,38.01,21.83,29.92,43.67,32.88,35.31,34.5,35.31,29.11,27.76,15.36,11.86,15.36,23.99,34.77,36.93,36.12,34.23,31.54,25.34,15.63,18.06,20.22,21.02,26.68,26.95,34.77,32.08,37.74,39.62,45.28,46.9,39.35,35.58,21.56,21.29,32.88,46.09,48.79,59.84,69.27,68.19,63.07,74.66,68.19,69.27,67.12,75.2,76.28,78.17,73.05
BK0570,预亏预减,90.84,88.95,86.25,89.22,89.76,90.3,89.49,87.06,84.1,81.4,79.78,81.13,78.17,75.47,67.65,63.61,54.45,47.44,44.47,36.39,41.78,52.02,59.84,42.86,34.5,28.84,53.91,46.09,43.67,45.01,38.81,38.01,39.08,34.5,50.94,45.82,55.26,60.38,63.07,63.34,72.51,71.43,72.24,72.78,57.95,64.15,53.37,51.75,65.23,71.43,64.96,73.32,74.39,79.78,72.78,78.44,78.71,79.51,68.19,60.11,63.61,63.34,56.06,57.68,61.99,64.96,64.69,63.34,59.84,58.76,59.3,59.57,58.22,57.68,59.3,55.26,52.56,56.33,57.41,58.49,53.37,50.94,58.22,57.68,61.19,55.8,55.53,52.83,50.4,53.1,57.95,58.76,58.22,54.18,49.6,43.67,49.6,48.79,42.05,34.77,37.74,37.47,36.39,39.35,38.27,44.2,52.29,52.56,49.33,42.59,40.7,37.74,38.81,43.13,45.55,57.95,54.18,43.94,42.05,43.67,46.63,47.17,50.13,52.83,45.01,49.33,46.9,43.67,45.55,46.36
BK0943,汽车拆解,90.57,96.5,96.77,98.38,98.11,97.57,97.04,97.3,96.23,94.88,97.04,96.5,97.57,96.5,94.88,91.11,90.03,91.37,88.68,85.71,89.76,66.85,36.12,8.89,7.55,26.95,36.39,17.25,11.59,25.34,19.68,47.17,25.88,25.34,20.22,20.22,34.5,66.31,82.21,78.98,75.47,71.7,49.87,54.18,66.85,49.33,61.19,47.17,46.63,37.2,37.2,24.53,29.92,33.96,52.83,43.94,43.94,36.12,19.41,7.55,8.89,7.82,18.87,23.18,19.41,18.33,11.59,30.46,32.88,37.74,45.28,51.21,43.67,37.47,39.89,19.41,7.01,12.13,13.48,38.54,46.9,56.87,74.93,64.15,72.78,70.08,79.78,74.12,60.11,49.6,49.6,35.04,43.94,49.87,37.47,56.33,59.84,57.14,57.68,32.88,32.08,23.72,26.68,22.64,20.22,42.32,48.79,51.21,63.88,65.5,64.15,64.15,63.61,59.57,75.74,77.9,81.4,92.72,94.61,95.42,94.34,95.42,92.18,92.99,93.26,91.11,91.91,93.53,93.8,93.53
BK0864,氢能源,90.3,88.41,94.34,94.34,91.64,93.53,91.64,91.64,90.3,81.67,82.75,84.1,87.33,82.48,75.2,61.19,64.42,49.06,85.44,91.11,86.25,88.41,77.9,44.74,42.05,39.62,39.08,53.91,36.93,50.67,42.32,69.27,63.07,48.52,55.26,47.44,54.72,80.59,49.33,55.53,43.67,31.81,25.07,42.86,45.55,54.72,64.96,36.93,51.75,63.61,61.19,55.53,58.49,67.65,60.11,60.38,62.53,46.09,36.66,26.95,35.85,42.59,49.33,60.65,54.18,47.44,38.01,51.75,43.94,45.82,53.64,53.91,60.38,59.84,64.15,65.5,58.76,56.87,61.19,62.8,72.78,69.0,80.86,73.85,81.94,81.94,87.87,86.52,87.33,88.41,87.33,86.79,85.98,87.33,79.25,82.75,79.78,82.48,84.1,85.44,84.37,87.06,89.49,92.72,88.41,93.26,92.45,95.42,98.11,98.38,98.38,97.3,97.3,96.77,97.04,97.84,97.57,97.57,95.69,94.34,93.53,94.88,92.99,88.95,91.91,78.71,80.59,68.73,49.06,56.06
BK0980,债转股,90.03,92.99,92.72,94.61,94.61,94.34,93.8,92.72,90.57,88.14,89.22,87.06,89.49,87.06,84.1,80.05,73.85,79.78,80.05,78.98,79.25,72.24,67.12,36.66,24.8,25.61,36.12,26.95,29.92,27.22,20.49,26.95,17.79,23.72,28.03,26.15,27.76,37.74,53.91,55.8,52.29,58.49,45.28,62.26,61.19,72.51,73.32,73.58,77.09,78.44,83.02,81.13,88.14,91.11,87.87,82.48,83.29,81.13,55.53,38.81,42.59,39.35,43.94,46.09,42.86,39.35,35.58,36.39,33.69,35.58,28.03,31.81,35.04,20.22,21.56,20.75,16.44,18.87,19.95,25.88,21.29,26.15,32.88,22.1,27.76,33.96,51.21,54.99,56.06,51.21,52.83,54.72,53.91,62.26,57.68,59.57,54.18,56.33,56.06,52.29,56.6,56.33,55.26,59.84,64.15,58.22,50.94,53.37,52.02,60.11,69.0,57.14,57.41,46.63,59.03,66.04,76.01,76.28,80.05,80.05,89.76,89.76,89.76,89.76,88.41,88.68,91.11,90.3,91.64,88.68
BK0721,PPP模式,89.76,88.68,91.64,92.72,93.53,92.72,92.45,92.45,95.15,95.15,96.77,95.42,93.53,94.07,91.91,95.42,92.18,88.68,84.1,84.64,80.59,75.47,67.92,47.17,25.61,28.3,40.43,34.23,13.75,8.63,5.12,5.66,4.85,4.58,6.74,4.04,4.31,8.63,9.43,8.09,13.21,11.32,9.7,8.63,6.2,7.55,12.4,10.78,11.32,14.02,9.97,12.4,16.44,13.48,14.02,11.59,18.6,17.25,17.52,20.75,20.22,25.61,24.8,24.26,31.54,35.58,31.27,33.69,30.19,32.08,39.89,40.7,35.58,33.42,32.35,29.92,21.56,26.15,28.57,31.0,30.73,34.23,45.28,31.81,37.74,32.88,39.35,43.67,39.08,30.73,32.35,26.42,32.88,47.71,46.63,46.63,42.86,45.55,48.52,38.27,37.47,36.12,33.96,42.32,36.39,44.47,42.86,40.7,51.75,63.61,70.35,69.54,62.8,54.18,57.68,64.15,71.97,70.08,69.81,77.09,85.98,84.1,83.83,83.83,82.21,80.32,83.29,84.1,83.56,76.82
BK0428,电力行业,89.49,95.42,98.38,96.5,97.57,95.69,98.65,99.19,99.46,99.19,99.19,98.92,99.46,99.19,99.19,99.19,99.46,99.46,98.38,98.92,98.38,97.04,93.8,85.71,72.78,80.05,49.33,14.82,2.43,2.43,1.89,7.82,2.96,1.89,2.96,0.81,0.27,1.08,1.62,3.5,12.67,8.09,1.35,2.96,9.16,30.46,56.33,66.58,81.4,85.18,76.82,79.25,83.02,86.52,78.17,66.85,88.41,73.05,45.82,28.84,22.91,36.39,41.24,61.19,46.9,36.93,26.95,23.72,16.98,22.91,36.12,38.81,33.69,49.33,42.86,48.52,21.02,28.57,30.73,49.6,46.63,46.9,57.41,36.39,53.91,64.42,63.61,70.62,48.52,34.5,25.34,28.57,31.54,31.27,39.35,36.66,40.16,60.11,60.38,42.05,48.25,48.79,49.06,56.33,36.66,50.67,50.13,51.75,61.73,69.27,72.78,73.85,76.55,73.32,73.05,78.98,83.56,69.27,73.05,73.32,78.98,89.22,93.8,95.15,94.88,96.23,94.88,91.91,92.18,91.91
BK0494,节能环保,89.22,91.91,94.61,95.15,97.04,97.04,96.77,96.77,97.04,97.57,97.57,97.04,95.96,95.42,91.37,92.99,88.41,86.52,84.64,92.45,90.57,85.71,73.58,61.19,39.08,35.31,41.78,35.04,12.94,12.67,7.28,25.07,12.4,9.43,14.02,10.24,15.63,28.03,26.95,20.75,26.15,20.49,15.63,25.88,16.44,31.81,35.04,31.0,33.69,38.54,29.65,36.66,38.01,49.33,49.87,46.09,59.57,45.55,37.74,40.97,36.66,43.4,43.13,42.05,45.01,40.43,36.12,39.08,38.54,42.32,48.52,47.17,43.4,44.74,43.13,42.32,28.3,34.5,44.2,49.06,52.56,59.3,70.89,60.11,68.73,70.62,72.24,71.7,70.62,63.07,65.77,65.5,64.15,67.92,61.46,59.3,63.34,64.15,64.96,59.84,60.11,57.41,56.6,62.53,58.49,64.69,63.61,66.04,72.51,77.9,78.44,75.74,76.28,75.47,80.05,81.67,82.21,78.71,76.82,81.67,78.44,79.78,78.98,77.9,73.85,65.5,68.19,65.77,66.58,61.73
BK0677,粤港自贸,88.95,85.71,82.21,80.59,87.06,88.41,88.14,85.71,85.44,86.25,80.86,63.07,76.55,79.51,83.02,85.71,83.56,78.71,60.11,43.4,37.2,60.11,64.42,35.85,15.09,15.09,29.11,23.99,21.29,28.03,25.07,24.53,20.75,22.64,25.61,21.56,31.27,40.16,50.13,35.04,42.86,27.49,21.56,28.3,28.57,23.72,19.41,24.26,32.08,24.53,25.88,35.04,27.22,26.42,12.67,12.67,12.67,16.44,15.63,14.82,13.21,16.44,16.17,16.44,25.07,32.08,34.77,33.15,23.99,21.29,24.26,28.84,29.65,21.02,33.96,28.57,23.45,22.64,24.8,31.81,26.15,25.34,22.37,21.02,20.49,19.14,22.1,30.46,39.89,35.58,29.65,31.0,32.08,38.01,35.58,39.35,31.81,27.76,27.22,25.88,25.61,30.46,32.61,32.61,28.3,32.88,29.11,29.65,35.31,42.86,54.45,47.98,44.74,39.35,43.67,46.36,67.12,68.46,66.85,57.14,76.55,76.01,82.48,80.05,83.02,77.09,77.9,76.01,74.39,59.03
BK0945,装配建筑,88.68,87.6,80.86,78.71,81.13,83.02,85.71,83.29,85.98,85.18,85.71,69.27,76.28,78.71,82.21,86.25,80.59,73.85,49.6,19.95,23.72,25.88,29.11,15.09,12.67,12.4,15.9,17.52,11.05,12.4,16.17,20.22,14.56,17.52,11.86,9.97,9.97,16.44,25.07,20.22,16.98,16.44,13.48,13.48,10.78,8.89,9.43,13.75,14.02,11.86,12.4,11.59,12.67,5.39,8.36,7.55,9.97,10.78,8.09,9.7,8.63,8.63,10.24,8.36,11.32,14.29,11.86,11.86,8.09,14.02,15.63,30.19,38.54,35.58,40.16,42.05,38.54,42.32,44.74,52.02,45.55,44.47,51.75,44.74,55.53,50.67,68.73,69.0,72.51,65.77,62.8,47.71,41.51,45.82,36.39,38.54,35.85,35.04,37.74,39.35,42.32,46.09,42.86,54.45,43.94,49.06,39.62,49.87,54.18,59.57,64.69,53.64,49.87,51.48,62.8,62.53,70.08,67.65,61.73,60.38,74.93,80.32,81.4,76.01,73.32,68.73,72.78,67.92,68.19,58.22
BK0498,AB股,88.41,86.25,87.87,88.41,87.6,89.22,90.84,87.6,88.14,89.49,87.33,76.82,85.18,88.95,91.11,86.52,87.6,85.18,81.4,75.2,81.94,81.4,76.28,52.29,53.1,58.49,64.69,65.23,67.12,71.7,61.19,61.73,63.61,50.67,53.37,56.33,60.11,75.2,77.9,76.28,78.44,77.63,73.32,76.55,70.62,57.68,38.27,36.66,42.86,51.21,52.02,59.84,53.37,57.95,40.97,35.04,41.24,58.76,37.47,30.46,28.03,25.07,21.02,21.56,24.53,29.65,31.81,37.2,27.49,23.72,26.68,26.42,26.68,19.14,16.44,17.52,15.9,7.55,14.82,17.52,16.17,18.87,28.57,33.69,36.66,42.86,53.91,52.02,49.33,48.52,43.67,43.13,35.04,39.08,38.81,38.27,31.0,30.46,26.42,24.26,23.45,27.49,26.95,25.34,24.26,23.99,22.37,28.3,31.54,30.46,35.04,29.65,33.15,35.58,40.7,44.2,54.99,60.65,66.58,63.07,70.62,67.39,73.05,73.32,70.08,70.62,73.85,71.97,71.97,71.43
BK0726,园林工程,88.14,90.3,89.76,91.64,92.72,89.49,90.57,88.14,89.76,95.96,98.38,98.38,98.38,98.92,97.3,98.38,95.15,93.26,92.45,93.26,91.37,90.84,82.21,49.87,54.99,69.54,66.85,76.28,60.65,8.89,2.43,1.08,0.27,0.0,5.12,1.89,2.96,2.96,0.54,0.81,1.08,0.54,0.54,1.35,0.27,0.0,0.0,0.27,0.27,0.81,1.08,1.08,1.35,1.89,1.08,5.93,10.51,11.59,16.17,22.37,37.74,60.92,51.21,71.7,88.68,92.72,92.99,86.79,73.05,72.24,77.9,84.1,81.13,70.89,68.46,64.42,59.84,63.88,66.58,70.35,55.53,49.6,68.46,36.93,45.01,40.97,26.95,33.42,27.49,23.18,18.33,7.55,15.9,33.15,33.15,41.51,47.98,47.44,46.9,31.0,32.61,23.99,24.26,35.58,29.11,36.66,35.31,35.58,41.24,41.51,52.56,62.8,56.6,52.83,51.75,42.05,49.06,38.01,40.43,57.68,62.53,70.62,64.69,57.68,48.52,48.52,59.84,54.45,62.8,54.18
BK0606,油气设服,87.87,81.13,85.98,85.18,83.83,86.52,76.55,79.51,76.28,72.78,84.37,88.68,88.95,95.69,98.38,96.77,77.09,38.54,53.37,79.78,87.06,86.25,78.71,60.65,61.19,59.84,72.51,66.58,50.94,28.3,18.06,18.06,8.63,2.16,0.81,2.43,4.04,17.79,19.95,36.39,33.96,36.39,22.64,39.62,30.19,66.04,54.45,52.56,80.59,82.21,79.25,76.01,81.13,84.37,85.44,87.06,96.5,94.88,73.32,40.7,41.78,57.14,42.32,62.26,61.73,65.23,53.1,50.13,37.47,56.6,51.75,57.41,62.8,56.87,58.49,49.06,14.02,23.18,28.84,35.04,39.08,20.49,44.74,21.29,25.88,9.16,13.48,27.76,25.34,12.13,16.98,16.71,21.83,36.12,42.05,43.4,45.28,40.43,40.43,41.24,42.86,48.52,44.74,55.53,57.41,64.96,63.88,69.54,77.63,79.25,88.41,84.37,83.56,86.52,85.98,83.02,91.37,94.07,92.99,87.06,91.91,91.91,94.34,96.5,94.34,92.99,97.3,93.26,89.49,92.18
BK0731,化肥行业,87.6,82.75,88.68,85.71,84.37,77.63,81.13,74.12,57.14,9.16,11.05,11.86,8.63,10.78,20.22,16.17,46.9,73.32,81.13,87.87,86.79,78.98,63.88,12.4,13.48,32.61,10.51,16.98,18.33,53.37,64.96,60.11,71.16,45.55,45.55,45.28,38.54,74.66,84.64,83.83,77.09,83.29,85.71,85.71,85.44,83.02,84.37,85.98,86.79,87.87,87.33,89.76,91.64,93.26,90.3,92.72,95.42,95.42,83.56,89.49,93.26,94.88,91.37,96.5,97.57,95.15,91.37,83.83,79.51,87.06,86.25,82.75,89.22,89.22,94.88,87.87,80.32,68.19,70.89,68.73,82.48,60.11,85.98,88.68,91.64,94.07,95.42,97.84,98.38,95.96,95.69,96.77,96.5,95.96,94.07,94.61,92.18,87.87,88.68,79.25,76.55,70.62,67.92,65.77,64.96,57.68,58.76,62.53,70.62,72.51,80.86,72.51,70.35,77.36,95.15,96.77,97.84,99.19,99.46,99.46,99.46,99.73,99.73,99.19,99.19,99.73,99.46,99.73,99.73,99.73
BK0934,蝗虫防治,87.33,82.21,79.51,77.36,73.05,76.82,81.4,67.12,46.36,46.09,55.26,61.19,48.25,40.7,38.01,52.02,74.93,69.54,73.32,69.54,29.11,34.77,21.29,33.15,48.52,21.02,15.63,16.44,30.19,20.75,19.41,30.46,44.2,30.46,47.98,32.61,25.34,50.4,41.78,41.78,49.87,63.07,67.65,37.74,32.61,19.14,21.83,28.84,19.41,15.09,26.42,24.8,15.36,19.41,11.05,11.86,11.32,8.63,18.06,39.35,52.83,59.84,45.28,57.41,52.29,57.95,61.19,61.46,56.06,57.68,44.2,46.09,49.6,55.8,66.31,60.65,52.29,49.06,43.94,32.35,24.53,23.18,50.4,53.64,46.63,57.41,51.48,50.4,66.04,61.19,68.73,66.04,59.84,50.94,40.97,38.81,42.05,42.86,49.33,44.2,38.01,35.04,25.88,17.79,20.49,13.75,25.07,35.31,22.91,22.37,25.61,19.68,20.75,20.22,28.57,39.35,38.54,47.44,56.87,59.57,56.6,62.26,64.42,61.99,77.9,84.1,86.79,81.94,91.91,94.07
BK0577,核能核电,87.06,91.64,94.88,96.23,97.3,97.84,97.57,98.11,98.11,96.23,95.96,94.07,95.42,94.61,92.99,92.18,92.72,90.03,76.82,74.39,76.28,71.16,68.19,37.47,23.18,19.14,18.33,13.75,6.2,10.24,18.87,36.93,22.64,19.95,29.38,24.26,25.61,62.53,71.7,72.78,73.05,62.53,26.42,35.31,26.95,50.13,49.87,54.45,67.65,71.16,56.06,48.79,41.24,47.71,39.35,29.38,39.89,18.33,13.21,11.05,13.75,23.72,32.08,38.01,39.62,31.54,25.61,28.03,28.3,31.0,35.31,37.47,41.78,43.4,44.74,50.13,41.51,49.33,52.29,57.68,57.68,55.8,69.54,63.34,67.12,70.89,80.32,81.94,77.09,77.36,78.44,77.9,79.51,81.94,74.93,78.71,73.58,76.01,77.63,78.44,77.36,82.75,81.67,85.98,84.37,85.98,83.56,84.91,86.52,88.68,88.68,91.91,90.84,89.76,90.84,91.11,93.8,89.76,90.57,89.76,88.68,87.33,86.52,87.33,85.71,81.13,81.13,80.32,84.1,84.37
