,NAME,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15
BK0956,eSIM,90.03,93.53,94.07,96.23,97.57,97.84,98.65,98.92,98.65,98.65,98.92,98.92,98.65,97.84,98.38,97.84,97.57,98.38,98.11,97.84,97.57,97.57,97.84,98.65,98.38,98.38,98.38,97.3,97.84,97.57,94.34,94.61,95.42,94.88,94.34,94.88,95.42,93.26,97.04,96.77,96.5,95.42,94.88,92.45,90.03,86.25,88.95,89.22,87.06,84.64,88.95,88.95,87.6,84.64,86.79,90.84,88.95,86.52,84.91,82.75,81.67,75.74,77.36,71.97,74.12,60.38,53.1,38.01,39.62,34.77,27.22,38.01,22.1,39.62,31.54,25.61,31.27,24.53,33.42,29.38,33.96,31.0,24.53,16.44,10.24,15.9,21.02,27.76,31.54,39.35
BK0520,社保重仓,89.76,88.14,92.18,92.99,92.45,93.26,94.34,94.61,94.34,94.34,91.64,91.64,92.18,93.26,94.61,93.8,92.99,93.8,92.99,92.99,94.34,95.69,94.07,94.34,94.88,92.72,91.91,92.99,94.34,92.99,93.53,93.26,93.53,91.11,90.84,89.49,86.25,83.56,78.17,81.4,79.25,74.12,80.05,80.32,80.59,81.4,83.29,83.56,77.63,72.24,70.08,67.39,65.5,67.39,64.15,64.96,64.15,67.65,64.42,69.0,69.0,70.89,69.54,70.62,71.7,70.89,65.5,71.16,71.7,68.19,65.5,67.92,62.26,64.42,59.84,59.3,57.95,48.52,38.01,41.78,35.04,39.62,35.04,47.17,27.49,31.27,32.35,29.11,38.01,42.05
BK0862,超级真菌,89.49,87.33,87.06,82.21,78.98,83.02,75.47,69.27,58.22,55.26,49.33,44.2,53.37,51.48,53.91,53.91,54.72,57.14,57.41,56.6,77.36,73.32,64.69,61.46,56.06,44.47,43.4,33.15,32.61,47.98,51.21,57.41,58.76,56.6,55.26,46.36,25.07,10.78,7.55,12.94,4.31,8.09,9.43,14.56,13.75,10.51,4.31,4.04,4.85,3.77,4.31,5.66,6.2,7.01,4.85,5.12,5.12,4.85,4.85,5.66,4.85,5.12,5.39,5.12,6.74,5.39,5.12,8.89,9.7,12.67,15.63,11.59,10.78,11.86,12.94,13.21,15.36,17.52,16.44,16.98,7.55,10.24,14.56,20.22,26.68,34.23,36.12,44.2,37.74,13.48
BK0428,电力行业,89.22,88.68,75.74,74.39,60.92,49.33,19.41,35.04,28.84,36.93,28.57,18.33,6.47,18.06,15.9,30.46,19.14,23.72,19.68,14.02,4.31,7.28,6.2,5.66,16.44,18.87,13.75,16.71,27.49,35.58,39.35,43.4,32.61,37.2,36.93,43.13,44.2,53.37,50.94,47.17,48.25,53.37,50.67,39.62,40.43,48.25,52.02,50.67,47.17,48.79,44.2,43.13,39.62,41.51,44.47,44.74,45.55,49.6,50.94,59.57,54.99,55.53,56.6,59.57,61.73,71.97,77.63,74.39,77.9,85.44,84.64,82.48,82.48,79.78,81.13,78.44,85.98,88.14,90.3,91.37,93.53,96.5,97.04,96.5,95.96,96.23,96.5,95.42,92.18,91.11
BK0944,肝素概念,88.95,86.79,88.41,85.71,86.25,90.03,90.3,87.33,77.09,76.82,65.5,62.53,63.07,62.53,58.22,63.61,69.54,72.51,74.12,70.35,77.09,79.25,75.2,70.08,58.49,49.33,46.36,39.08,33.42,40.7,47.17,57.95,63.34,52.02,52.02,41.24,37.2,16.17,17.25,27.76,12.4,26.95,33.96,57.95,58.49,52.56,37.74,38.01,31.54,33.15,33.96,28.03,34.23,31.0,22.37,22.64,23.72,21.83,20.75,22.1,20.75,22.37,19.95,19.14,19.68,17.79,19.68,26.42,26.15,25.07,29.11,29.11,31.0,25.61,25.34,27.76,34.5,32.35,27.49,34.77,25.34,26.15,28.84,35.85,40.7,39.89,56.33,57.68,51.21,37.74
BK0438,食品饮料,88.68,88.95,89.76,90.84,85.71,85.98,81.94,84.64,78.44,80.86,80.32,79.51,76.28,80.32,66.31,63.34,68.19,63.61,58.49,54.18,67.39,60.65,52.83,52.56,46.36,39.35,36.93,35.58,36.66,37.74,38.81,35.04,25.61,19.41,10.51,13.21,8.36,8.36,7.01,8.63,8.89,7.01,8.89,10.24,6.74,6.74,5.93,6.74,6.2,5.39,4.04,4.58,4.31,3.5,2.7,2.43,2.43,2.43,2.96,2.16,2.16,2.16,2.7,2.16,2.16,2.43,2.43,2.7,2.96,2.43,2.16,2.43,2.7,1.89,1.89,2.43,2.16,2.7,2.7,6.2,9.97,6.74,11.32,11.59,13.48,20.22,25.88,33.69,28.57,13.75
BK0870,单抗概念,88.41,85.18,89.49,88.68,86.79,84.91,79.51,80.59,71.7,70.35,59.3,54.45,58.22,60.11,61.73,55.8,60.38,69.54,65.23,64.96,76.82,72.51,59.84,53.37,47.44,42.05,41.51,40.97,44.47,50.13,48.52,48.79,51.21,43.4,37.47,29.11,19.68,12.4,9.16,14.29,9.7,15.9,28.3,36.93,34.77,29.38,14.02,12.94,9.7,7.55,6.2,6.2,6.47,5.93,5.12,5.93,4.58,5.66,4.04,5.39,4.58,5.39,4.31,4.04,4.31,4.31,4.31,5.93,5.66,5.39,6.2,5.66,5.12,4.58,4.31,4.58,6.74,4.31,4.58,5.39,4.58,5.12,8.36,14.29,11.32,14.56,13.48,15.09,7.55,3.77
BK0437,煤炭采选,88.14,94.88,90.84,88.95,83.02,92.72,87.6,88.68,93.53,94.88,94.07,92.45,89.76,93.8,94.88,95.15,96.23,87.87,89.49,87.06,84.91,89.76,90.3,87.87,79.25,62.53,68.46,71.16,82.21,83.56,81.4,87.33,86.79,84.91,78.44,80.59,79.25,82.21,74.39,73.85,72.78,66.85,38.27,8.09,32.61,35.31,59.3,63.07,63.88,70.62,75.74,84.1,82.48,83.83,82.21,81.13,80.86,81.4,85.44,87.6,88.68,86.79,90.03,93.53,92.99,92.99,92.72,92.45,93.53,94.34,95.96,95.69,97.3,96.5,96.23,96.5,94.88,98.38,98.38,97.84,98.11,99.19,99.19,99.19,99.19,99.73,99.73,99.73,99.46,99.46
BK0614,食品安全,87.87,86.52,86.52,87.33,89.76,90.84,93.8,94.07,91.64,93.26,91.91,91.11,91.37,90.3,88.14,88.68,87.87,89.22,91.11,91.37,92.72,93.53,89.76,89.49,87.87,88.14,83.56,77.9,73.85,73.32,69.27,69.27,74.12,72.78,73.85,73.05,66.04,59.84,57.41,62.53,62.53,63.07,64.69,68.46,65.5,61.19,57.95,57.68,56.06,56.6,58.49,57.95,57.14,55.53,53.37,55.8,53.1,54.18,52.29,53.91,49.87,51.21,49.33,42.86,41.24,37.2,36.39,36.12,35.04,28.3,27.76,25.07,27.22,32.35,31.0,33.96,39.62,36.66,32.08,30.46,29.65,32.08,33.69,33.69,33.69,35.58,32.61,29.92,36.39,33.96
BK0484,国际贸易,87.6,91.91,88.68,85.18,83.29,83.29,76.01,71.43,69.81,71.16,67.92,68.19,66.04,61.19,53.1,57.68,57.95,50.4,50.67,37.47,40.97,49.87,54.99,54.72,47.17,42.86,37.47,40.7,38.01,36.39,35.58,40.97,41.78,39.08,37.74,33.69,39.89,46.09,47.71,45.28,44.74,46.36,49.06,47.17,46.36,46.09,45.01,46.63,42.86,42.32,40.97,39.35,39.08,41.24,45.01,43.67,46.36,38.81,36.93,38.27,38.01,32.88,37.47,41.51,40.7,40.7,46.09,45.82,49.06,52.83,57.68,57.41,56.87,60.65,64.69,61.99,62.26,65.77,62.8,65.23,52.56,56.06,55.53,58.76,65.23,67.92,65.23,65.77,63.88,53.1
BK0955,C2M概念,87.33,88.41,89.22,87.06,91.37,90.3,90.03,88.95,85.98,86.25,79.25,78.17,78.98,86.52,83.56,83.83,78.44,77.63,81.67,77.63,77.9,78.17,72.78,72.78,73.58,67.65,62.26,65.5,68.46,70.62,69.0,69.81,67.65,65.23,61.19,60.11,62.8,56.87,49.06,46.36,50.4,49.33,51.21,54.18,52.29,48.52,47.17,49.6,53.64,53.64,52.83,51.48,50.94,47.71,45.28,45.55,45.82,48.25,48.25,46.36,42.86,38.27,36.39,35.04,30.46,29.65,31.81,32.61,30.73,27.22,25.88,23.99,24.53,20.22,19.41,15.63,15.63,14.29,12.13,11.86,8.63,6.2,5.12,5.12,4.04,4.85,5.93,5.12,3.5,4.04
BK0883,数字货币,87.06,87.6,85.71,90.57,94.34,93.53,96.23,96.23,96.77,96.77,97.3,97.04,96.77,92.99,91.91,67.92,74.12,72.78,80.86,77.36,78.44,76.82,78.71,84.37,83.02,86.52,74.66,69.0,75.2,73.85,54.18,64.15,68.46,61.19,57.14,67.12,57.95,48.52,66.58,60.38,60.38,55.53,50.13,33.96,39.35,38.27,41.51,40.97,45.28,39.35,49.06,48.25,46.63,40.16,51.48,56.06,55.53,57.41,55.8,47.98,53.91,49.06,55.26,50.94,52.02,51.21,41.24,37.47,29.38,27.76,25.34,23.72,17.52,27.49,26.42,34.23,33.96,26.42,30.46,24.53,27.22,21.56,15.63,15.09,21.83,13.48,14.56,7.82,4.04,9.16
BK0953,鸿蒙概念,86.79,83.56,79.51,94.88,96.23,97.57,98.92,99.73,98.92,99.46,99.46,99.46,99.73,99.19,99.19,98.92,98.38,99.19,99.19,99.19,98.38,99.19,98.92,98.92,98.65,98.65,98.65,98.65,98.65,98.38,97.57,97.3,96.77,95.42,95.42,94.07,93.8,91.91,94.61,91.91,92.45,94.61,94.61,95.15,92.45,83.02,79.78,81.67,80.86,77.36,80.05,78.71,77.9,72.78,70.35,71.43,68.46,61.19,59.84,61.99,59.3,59.84,64.42,43.13,35.58,23.72,5.39,2.96,5.12,4.85,1.89,1.62,0.54,4.85,2.43,1.89,2.96,1.89,3.77,5.66,20.75,8.89,2.43,3.5,3.77,2.7,1.35,1.08,1.35,2.43
BK0825,新零售,86.52,87.87,85.98,80.86,81.67,84.37,78.44,72.51,64.15,64.69,56.6,53.37,52.02,49.06,42.86,37.74,37.2,42.59,47.44,37.2,43.4,43.13,41.24,39.89,39.89,33.69,28.57,28.03,23.45,24.53,23.18,25.07,24.53,23.72,21.56,22.37,20.22,21.29,16.98,11.32,12.94,9.97,9.16,10.78,9.7,9.97,10.51,11.86,13.48,11.86,12.13,12.94,11.59,11.05,10.78,11.05,11.05,10.24,9.7,8.89,7.82,7.28,8.09,7.82,7.01,7.28,7.28,7.01,7.01,7.82,8.09,8.09,9.16,7.55,8.36,8.09,7.82,8.09,7.55,9.97,9.7,9.16,10.78,8.63,9.97,12.94,18.6,23.72,24.26,16.17
BK0512,化工原料,86.25,89.22,90.3,92.18,90.57,91.91,88.68,82.75,82.48,80.05,68.46,71.97,68.19,79.51,84.1,84.64,88.41,86.25,87.6,88.14,83.02,83.29,85.71,88.41,87.6,88.41,91.11,92.72,94.07,95.42,94.07,96.77,95.96,95.15,95.15,95.42,94.88,93.53,91.64,92.18,90.57,86.25,81.67,80.05,81.94,78.17,81.4,84.1,81.4,82.21,85.44,90.03,90.84,91.11,91.91,88.95,89.49,87.87,91.91,91.37,90.03,91.64,91.91,91.91,91.64,91.64,90.57,89.22,91.64,92.72,93.53,94.61,95.42,95.15,95.15,97.3,97.57,97.3,96.77,94.88,94.88,94.34,93.26,91.37,92.45,93.53,93.8,92.99,91.91,90.3
BK0835,独角兽,85.98,84.91,88.14,85.98,87.33,86.52,87.33,85.98,84.91,85.71,84.91,87.87,87.06,85.18,84.91,85.98,84.64,87.33,89.22,88.41,89.22,89.22,88.95,90.57,89.76,89.76,88.68,87.33,88.68,88.41,87.87,88.14,87.33,83.02,83.56,83.29,83.02,80.86,78.71,80.32,77.9,76.01,76.82,75.47,75.2,73.58,73.58,71.16,71.43,71.97,70.35,69.54,67.65,69.0,69.0,69.27,67.92,65.23,65.23,67.65,67.65,68.73,67.92,70.08,67.39,69.54,67.12,65.77,67.65,70.35,70.62,69.81,68.46,71.7,70.89,70.35,70.89,67.65,65.5,64.69,63.61,60.11,57.95,61.73,59.57,55.53,48.52,49.6,48.52,55.26
BK0892,乳业,85.71,85.98,87.87,84.64,83.56,86.79,78.17,80.86,74.66,73.05,70.35,69.0,63.88,71.43,54.45,47.44,54.18,57.41,52.29,46.09,60.92,60.11,43.4,46.63,30.73,25.88,26.42,21.02,21.83,18.6,21.56,11.86,5.39,3.77,3.23,4.31,4.85,7.01,7.82,12.67,15.09,11.86,17.79,26.15,15.63,16.44,14.29,19.68,24.8,18.06,16.71,22.91,22.91,18.6,14.29,14.56,13.75,14.02,13.21,10.24,7.55,7.01,6.47,6.2,7.28,6.2,8.09,8.36,7.82,7.28,8.89,8.36,8.36,6.2,5.66,9.7,4.85,5.93,6.74,19.95,28.57,20.49,32.88,28.03,45.28,59.03,71.97,80.32,73.58,57.95
BK0908,HIT电池,85.44,79.51,83.83,74.12,80.32,81.94,83.56,90.57,87.33,77.36,74.66,75.74,77.36,82.75,85.98,94.34,92.45,92.45,94.88,94.88,94.61,96.77,94.34,94.61,96.5,95.96,97.57,96.23,97.57,97.3,98.11,97.84,97.84,98.38,98.65,98.65,98.65,98.65,98.65,98.65,98.65,98.65,97.84,97.3,98.38,98.38,98.38,98.38,98.92,98.92,98.65,98.65,98.65,98.65,98.11,98.38,98.38,99.19,98.92,98.92,98.92,99.19,99.46,99.73,99.73,99.73,99.73,99.46,99.19,98.65,98.65,98.92,98.11,98.11,98.65,97.57,97.3,97.04,95.42,95.69,97.3,97.57,98.92,98.92,98.38,98.11,98.92,99.46,99.73,99.73
BK0501,次新股,85.18,83.29,78.44,81.67,78.71,79.25,80.59,84.91,79.78,73.32,71.43,61.99,60.38,64.15,62.26,64.42,62.8,65.23,62.53,63.61,66.85,53.91,53.1,39.62,46.09,45.82,47.17,47.44,38.27,44.74,41.51,32.35,31.27,31.54,32.08,32.88,30.19,36.12,37.47,44.2,48.79,49.6,53.91,54.99,54.99,58.49,54.45,55.53,50.67,49.33,48.52,46.9,52.02,54.45,52.02,49.33,40.16,45.82,41.51,39.35,36.12,35.58,35.85,32.88,32.88,35.04,32.08,34.5,33.15,29.38,25.61,24.8,20.49,17.79,17.25,17.79,18.6,16.44,15.36,14.56,14.56,16.17,10.51,11.32,4.85,5.12,4.58,8.09,12.94,13.21
BK0563,油价相关,84.91,87.06,76.28,68.19,67.65,77.36,65.77,52.83,57.68,70.62,54.45,58.76,46.9,52.29,55.26,54.99,58.22,43.94,45.82,44.74,50.13,50.67,47.44,49.06,38.54,40.7,35.85,30.73,36.12,31.27,33.96,36.39,35.04,41.24,39.08,45.01,43.13,48.25,52.56,53.91,44.2,32.35,19.14,9.97,11.86,13.21,18.06,19.14,16.71,12.94,22.1,26.42,26.68,29.65,27.22,20.49,20.75,18.87,23.45,22.37,21.83,24.8,31.54,40.97,39.35,36.93,47.17,41.51,52.02,45.82,63.61,64.69,73.58,72.24,76.82,76.82,74.39,78.17,73.32,74.93,76.82,83.56,84.37,80.86,87.6,88.95,90.03,90.3,88.95,88.95
BK0904,广电,84.64,78.98,78.17,75.74,82.48,84.1,88.14,90.3,92.99,93.53,91.37,90.3,87.6,84.1,78.98,74.66,79.78,84.91,84.37,75.47,74.39,75.74,76.82,78.71,74.66,68.73,69.54,66.58,68.19,63.61,57.14,58.76,45.28,53.91,53.91,56.6,59.03,60.92,61.99,61.19,56.6,54.45,49.87,46.09,40.16,35.04,38.01,34.77,38.01,35.58,24.8,24.8,22.37,19.14,18.06,22.37,21.29,27.76,22.91,22.64,32.35,37.74,38.01,39.35,34.5,34.77,30.19,25.07,21.29,31.27,32.61,31.81,38.01,34.77,40.43,45.55,37.47,36.12,42.59,45.82,47.17,49.33,45.82,47.44,49.6,53.1,49.6,45.28,36.66,38.27
BK0511,ST股,84.37,85.44,85.44,87.6,91.64,95.15,92.99,92.45,92.72,93.8,90.3,89.22,88.14,86.79,86.52,89.49,91.11,90.03,91.91,88.68,88.41,89.49,90.57,92.99,91.64,92.18,90.03,86.25,87.6,87.33,88.14,90.03,89.49,87.87,84.64,79.78,80.32,80.05,84.1,85.18,80.05,78.71,70.89,70.62,67.39,68.46,63.34,65.77,75.47,74.93,74.66,77.09,79.78,82.48,83.29,83.29,83.02,80.05,80.86,80.59,79.51,79.78,78.98,78.17,76.82,72.51,77.9,72.24,70.35,68.73,70.89,72.24,71.7,70.35,68.73,65.23,60.38,66.85,60.65,68.19,66.31,61.73,62.53,56.33,58.76,60.38,67.12,78.17,74.12,74.39
BK0872,青蒿素,84.1,80.86,82.48,78.71,78.44,74.66,67.65,62.8,57.14,46.9,42.32,46.36,52.56,54.99,59.84,59.57,63.34,71.7,66.85,69.54,82.75,80.86,75.74,72.51,68.19,63.61,60.92,59.84,61.99,67.39,73.58,77.36,78.98,74.66,74.93,73.32,66.85,54.99,45.55,58.22,45.28,49.87,53.1,55.8,50.94,46.9,33.15,35.04,29.65,27.49,34.77,34.23,30.46,27.76,29.92,33.42,24.8,31.27,37.2,37.2,32.88,34.5,33.96,33.42,33.69,34.5,39.08,47.44,48.25,49.87,57.95,54.99,52.02,55.8,56.06,61.73,65.77,56.6,51.21,53.64,39.08,43.94,46.36,54.99,52.56,56.87,57.14,59.03,44.47,33.69
BK0807,共享经济,83.83,84.64,86.79,82.48,88.14,87.6,83.83,77.09,75.74,79.51,80.59,78.44,72.24,68.46,73.05,71.97,67.92,63.34,63.88,56.33,54.99,57.14,64.42,67.65,59.3,50.13,54.18,50.4,41.24,42.86,36.12,36.93,38.81,33.15,43.94,53.64,56.87,60.11,51.21,45.82,39.89,44.74,41.24,37.74,49.87,45.28,48.79,44.47,45.01,49.87,47.98,53.1,49.87,49.06,49.06,52.56,48.25,43.94,42.86,43.13,47.44,42.59,39.89,40.16,39.08,38.81,42.86,39.62,43.4,44.2,45.01,42.59,44.2,47.44,47.71,40.7,42.05,36.93,33.96,40.16,46.36,47.17,43.94,46.09,43.94,43.13,34.77,43.13,55.53,61.73
BK0548,生物疫苗,83.56,80.59,83.02,86.79,82.21,80.59,73.58,74.66,68.19,64.96,51.75,46.9,49.33,50.4,51.75,50.4,54.45,64.69,59.84,60.92,65.77,65.5,55.8,50.4,40.7,40.16,43.13,38.54,42.05,45.82,50.94,45.28,45.01,35.58,35.58,26.15,20.49,13.75,12.13,14.02,12.13,16.44,28.03,34.77,31.54,28.3,16.44,14.56,10.78,12.13,10.78,11.59,11.32,12.13,9.43,10.24,11.32,12.4,10.51,11.05,10.51,12.4,10.51,8.09,7.82,7.82,8.63,10.51,10.51,9.97,14.82,12.67,11.32,11.05,10.24,11.86,14.56,10.24,10.78,11.32,11.59,13.75,14.82,18.87,16.44,18.33,18.06,26.42,18.06,8.89
BK0697,IPO受益,83.29,82.21,76.82,67.12,64.96,59.3,45.82,46.63,42.32,42.32,37.74,40.16,40.97,38.01,35.85,40.43,40.16,37.47,35.04,35.58,37.74,39.08,40.43,38.01,36.93,34.5,34.5,33.96,32.88,37.2,38.54,40.43,39.89,39.89,40.7,42.05,42.32,39.35,36.39,29.92,31.27,31.0,30.19,30.73,28.84,28.84,31.0,30.73,33.96,35.85,34.23,33.42,31.0,30.19,28.03,23.45,23.18,23.45,22.64,23.72,22.91,24.26,24.26,31.27,33.42,37.47,40.16,39.08,43.67,47.17,52.29,50.4,53.1,45.55,46.63,43.4,43.4,47.98,48.52,51.21,49.06,54.45,55.26,56.06,59.03,63.88,61.19,57.14,56.33,49.06
BK0856,工业大麻,83.02,81.4,80.32,76.55,77.36,78.17,69.0,60.92,60.38,64.15,59.03,56.33,61.46,64.96,64.96,66.58,66.04,68.73,71.97,71.7,80.59,83.56,79.51,76.01,72.51,68.19,67.92,63.07,63.88,66.85,66.04,68.46,68.19,63.61,61.46,61.73,57.68,52.29,48.79,52.29,46.36,47.98,49.33,45.01,40.97,39.08,35.85,38.27,40.7,39.62,40.7,39.62,40.16,38.27,36.93,35.85,37.74,36.39,37.47,38.01,38.54,36.93,34.23,35.58,31.27,33.69,40.43,42.05,39.89,39.08,41.51,40.16,38.54,37.2,39.62,37.74,34.77,31.54,31.81,25.61,17.79,19.14,20.75,25.34,27.76,31.54,34.5,34.23,34.77,22.37
BK0875,ETC,82.75,78.17,78.71,83.56,91.11,89.76,95.42,95.42,94.88,95.69,95.69,94.34,94.61,92.18,90.57,86.52,87.06,91.11,90.84,90.03,88.68,87.33,84.37,81.67,81.94,79.78,76.28,75.2,74.93,74.66,70.08,73.05,74.39,77.36,77.9,79.25,78.98,78.98,81.94,78.98,76.01,72.24,69.54,66.04,63.88,61.46,61.99,60.38,62.8,63.34,66.58,66.04,64.96,61.46,63.88,66.31,65.5,65.5,64.15,64.15,65.5,64.42,62.53,57.95,56.33,52.29,42.32,44.74,41.78,41.51,35.31,36.12,30.19,35.04,36.93,40.43,42.32,35.85,41.51,35.58,34.23,32.88,26.68,24.53,26.42,23.18,25.61,20.75,24.53,35.04
BK0924,地摊经济,82.48,76.01,73.05,73.85,70.62,70.35,55.26,52.29,49.6,49.87,50.4,52.02,48.25,53.91,56.87,61.73,60.92,66.31,57.68,49.87,56.87,56.87,53.64,56.33,53.37,47.17,47.71,44.47,43.13,40.97,37.74,35.85,30.73,36.39,38.27,38.27,44.74,40.7,39.08,43.13,38.01,33.96,35.58,31.27,33.42,36.39,37.2,37.74,35.85,36.39,35.31,35.04,33.15,31.81,32.88,30.46,28.84,32.88,32.61,35.85,29.65,31.0,32.08,26.42,26.15,31.27,33.42,32.88,35.85,38.01,40.97,37.47,40.7,35.58,33.69,33.15,31.81,25.34,27.22,32.08,33.42,34.5,39.89,37.47,42.86,44.2,43.94,44.74,43.67,46.63
BK0837,互联医疗,82.21,77.09,76.01,74.93,77.09,79.78,79.25,76.82,73.32,76.55,73.85,70.08,71.97,68.19,68.46,66.04,69.0,71.43,76.28,75.74,81.94,81.4,77.9,77.09,74.12,66.04,60.11,60.11,62.53,65.23,64.15,66.04,70.89,65.77,60.92,56.33,45.01,36.93,37.2,45.01,37.47,41.24,45.28,50.94,42.05,37.47,32.08,35.58,34.77,31.54,32.35,28.84,30.19,21.83,21.29,19.95,19.68,20.22,19.14,15.36,16.17,15.63,15.36,13.48,12.67,13.21,14.29,14.02,11.86,14.29,9.43,10.51,8.63,10.24,9.7,9.16,10.78,9.16,8.09,7.55,6.47,5.66,5.93,6.74,7.28,11.05,13.75,13.75,8.63,7.28
BK0820,壳资源,81.94,81.13,79.25,79.25,85.18,88.14,83.02,83.29,75.2,78.71,74.93,73.05,70.08,73.58,66.58,69.81,69.81,64.15,71.43,66.04,67.65,73.58,71.97,73.85,74.39,72.51,68.73,68.19,70.35,70.35,63.61,69.54,67.92,69.81,69.54,69.81,70.89,71.43,70.62,69.0,64.96,65.77,61.19,61.19,59.3,59.57,58.49,60.11,67.39,67.39,66.85,68.19,69.0,68.19,68.19,68.19,70.35,68.73,68.46,67.92,68.19,66.04,66.04,65.23,62.26,59.57,63.07,60.38,61.19,61.99,62.8,64.42,66.85,69.27,70.35,73.58,75.74,75.2,73.58,73.58,71.97,67.12,66.85,67.65,69.54,71.7,76.01,77.36,73.85,67.65
BK0538,化工行业,81.67,83.02,83.29,82.75,83.83,83.56,80.05,74.39,71.97,69.81,62.53,67.92,65.23,70.62,79.25,78.98,83.02,80.32,82.75,84.37,84.37,84.1,85.98,86.52,86.52,85.18,87.6,88.41,89.22,90.03,91.11,91.91,91.11,89.76,89.76,91.11,90.57,89.76,88.95,89.49,88.14,86.52,84.64,84.37,84.1,82.75,84.37,86.25,85.71,85.71,85.71,88.41,89.22,88.68,90.03,87.33,87.87,87.6,88.95,90.03,89.49,89.76,88.68,88.68,89.49,88.95,88.95,88.41,89.22,90.57,91.64,91.64,93.26,92.72,93.53,93.8,94.34,93.53,91.91,90.57,88.95,88.14,87.06,87.33,87.06,87.6,87.6,87.6,86.25,84.37
BK0967,水产养殖,81.4,63.34,77.09,74.66,63.34,66.04,43.13,46.9,46.36,30.73,26.68,29.38,26.42,32.35,29.38,29.92,30.46,46.9,60.11,55.8,57.95,57.41,54.72,60.38,56.33,49.87,24.8,3.23,4.85,15.09,9.7,12.4,18.33,21.02,24.26,29.92,34.77,39.89,46.36,41.78,37.74,32.08,30.46,27.76,22.37,18.33,28.57,34.5,37.47,33.69,30.46,31.81,30.73,20.75,20.22,13.21,17.25,12.67,10.24,18.33,15.09,15.36,15.9,19.68,23.72,23.99,35.85,29.65,27.76,24.8,32.08,31.27,36.93,24.53,29.38,38.54,38.81,19.95,20.75,23.72,33.69,31.54,36.39,33.96,46.09,41.24,49.06,54.99,50.67,50.13
BK0633,送转预期,81.13,75.47,77.36,69.81,70.08,62.26,63.34,56.87,58.76,47.98,46.36,46.63,47.71,45.01,53.64,62.26,66.85,66.58,67.92,65.23,65.5,67.65,66.58,68.19,64.15,59.57,64.15,67.39,66.31,71.16,69.81,67.12,59.57,53.37,56.6,55.53,48.52,44.74,38.81,42.05,42.05,45.55,48.79,53.64,54.45,54.18,54.18,53.91,52.29,56.33,53.91,53.64,55.26,56.06,50.4,53.1,50.94,52.29,52.56,54.72,56.87,55.26,52.29,54.99,52.56,56.33,57.41,61.46,55.26,55.26,50.94,50.94,50.4,53.37,53.64,48.79,45.01,39.89,33.69,38.54,35.85,35.31,39.62,47.71,45.82,53.37,46.09,44.47,52.02,47.98
BK0731,化肥行业,80.86,90.57,91.11,95.15,94.88,95.96,95.15,93.8,93.8,94.07,87.87,86.79,85.98,91.64,91.64,90.84,93.53,91.64,92.45,90.57,87.6,88.41,88.68,91.37,91.91,91.64,94.88,96.77,97.3,97.84,97.84,98.65,98.65,98.65,98.38,97.84,98.38,98.11,96.5,96.23,93.26,91.11,88.68,83.56,85.44,79.51,84.64,87.87,90.03,88.41,91.11,94.61,94.61,94.88,95.15,94.34,95.15,95.96,97.57,97.57,96.77,97.57,97.57,97.84,97.3,97.04,97.57,97.3,96.77,97.3,97.84,98.65,99.46,98.92,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.73,99.46,99.46,99.19,99.19,98.65
BK0534,成渝特区,80.59,81.67,81.67,79.78,77.9,76.82,60.92,62.26,53.64,54.18,50.13,46.09,43.67,49.87,47.17,50.94,52.56,52.02,46.63,43.94,45.82,48.25,46.9,49.6,50.13,49.6,43.94,42.59,42.86,44.47,45.55,50.67,46.63,47.44,47.71,45.82,45.28,45.82,42.59,43.4,41.24,38.54,37.47,35.85,35.58,36.93,38.81,39.35,39.89,40.16,39.08,39.08,37.74,38.01,39.35,39.62,42.05,41.78,43.94,46.09,47.98,48.79,47.98,52.83,56.87,57.95,59.03,58.76,63.07,64.69,68.19,67.39,69.27,67.12,69.0,70.89,72.78,73.85,74.93,75.47,76.28,77.36,78.17,78.98,81.13,80.86,83.02,85.98,82.21,78.71
