,NAME,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10
BK0685,举牌,39.33,64.51,60.19,59.71,38.61,41.97,39.09,46.28,20.86,16.55,3.12,9.59,5.52,6.71,30.22,35.01,22.78,29.5,45.56,43.65,46.28,49.64,70.98,80.1,77.46,67.39,72.42,47.0,66.91,80.82,59.47,57.07,88.73,76.74,65.95,70.5,82.25,76.02,86.57,84.41,84.89,72.18,62.83,30.46,33.33,34.77,47.24,58.03,55.64,73.38,72.9,82.73,82.97,94.96,94.0,88.25,59.47,65.47,14.63,17.75,49.16,45.08,31.65,59.95,29.5,18.94,53.96,84.41,66.67,76.02,71.22,22.54,7.43,12.71,55.4,60.43,51.08,40.77,26.38,58.75,39.09,42.69,40.53,48.44,5.28,16.07,17.27,21.1,28.3,59.23,82.97,93.53,89.93,64.03,39.81,54.92,77.94,77.7,87.05,94.24,92.57,64.75,32.85,59.47,41.73,7.91,16.31,35.01,20.62,34.53,35.49,26.86,27.34,17.75,21.58,36.45,58.03,52.28,61.39,72.66,50.6,40.05,34.77,37.17,34.29,47.0,34.05,53.24,51.8,50.36,49.16,35.49,34.53,33.33,56.35,53.24,69.3,79.62,77.46,63.31,85.37,74.34,71.94,67.15,51.8
BK0962,RCEP概念,39.09,72.18,37.41,31.18,13.91,6.0,6.47,11.51,6.24,18.71,10.31,3.6,25.18,49.64,48.92,64.03,75.3,64.27,45.8,44.12,44.6,31.65,27.82,21.82,26.62,18.71,46.52,78.66,84.41,86.81,89.21,69.78,49.88,27.1,12.23,16.31,26.38,40.77,56.12,36.93,35.73,44.36,43.65,54.92,73.38,87.77,85.61,88.97,77.94,82.25,82.73,72.66,71.22,68.11,79.38,88.73,70.26,39.81,40.29,20.38,11.99,36.69,86.33,83.93,76.5,81.06,25.66,25.9,13.43,21.34,23.5,36.21,14.63,34.05,46.76,55.4,67.63,69.06,65.95,76.02,58.03,53.0,48.68,44.6,34.29,30.94,25.42,31.41,30.46,12.23,33.09,54.44,46.76,41.97,57.31,24.94,17.51,7.43,18.47,15.59,36.21,56.59,54.2,53.48,54.2,43.88,49.16,63.31,71.46,63.07,45.56,50.36,76.5,69.3,78.66,86.09,58.75,48.2,29.5,46.76,34.77,44.6,59.71,82.49,83.93,90.41,94.0,92.57,82.01,88.25,82.97,70.5,69.06,77.7,63.55,61.15,46.28,37.65,35.49,49.88,51.32,76.74,82.25,69.3,48.44
BK0677,粤港自贸,38.85,31.18,23.74,25.66,24.46,25.42,31.41,59.71,75.54,78.18,56.35,44.36,48.68,51.08,44.36,38.37,56.83,24.46,11.27,12.23,36.93,20.14,38.13,48.92,41.49,18.94,42.45,31.18,53.0,74.34,87.29,90.89,93.76,92.09,74.1,37.65,42.21,66.91,51.8,62.35,68.11,81.77,72.9,87.29,83.21,90.41,42.45,49.88,18.47,61.63,14.39,37.17,15.59,33.09,30.7,73.86,62.83,53.24,68.82,66.19,52.76,64.75,65.47,42.45,22.78,21.34,17.99,16.55,18.47,26.86,24.7,20.62,9.83,11.27,17.99,30.22,21.34,30.46,32.37,30.46,15.35,18.94,17.99,16.55,23.5,45.56,33.81,43.17,55.16,44.6,32.37,42.45,23.74,34.77,36.21,32.37,22.78,30.22,24.94,29.98,39.57,73.86,76.98,82.49,71.46,67.87,67.15,76.74,41.49,74.82,64.99,67.39,68.35,87.53,79.62,69.78,54.92,53.24,11.99,43.41,51.56,59.23,52.52,70.98,60.43,82.49,82.73,87.05,64.99,82.25,30.22,18.94,26.86,65.23,68.35,83.21,87.05,89.93,85.13,78.42,82.01,93.53,92.81,88.73,90.65
BK0911,口罩,38.61,60.67,44.12,41.73,37.41,51.32,59.23,50.6,47.24,43.17,41.49,38.13,50.12,35.97,35.73,24.46,32.85,42.21,55.16,64.99,86.57,75.3,78.66,73.86,78.18,44.6,38.37,39.09,63.31,59.23,41.73,44.84,45.32,39.57,33.81,62.83,65.95,62.83,61.87,55.16,40.53,27.34,24.22,27.34,38.37,33.57,39.81,41.73,22.06,41.97,44.36,57.07,62.35,62.83,45.8,29.5,21.58,17.51,16.55,22.06,23.74,33.09,54.92,55.64,66.67,67.15,42.69,49.64,40.05,38.37,29.5,26.62,28.54,36.45,31.41,26.62,38.85,43.88,31.18,43.88,47.96,51.32,52.28,64.75,53.96,59.71,53.24,65.71,75.3,80.82,82.01,83.21,57.07,53.48,60.19,66.19,56.83,74.58,72.42,67.39,69.06,65.71,32.61,38.61,26.38,22.54,30.46,33.09,49.64,53.72,48.68,50.12,64.75,59.95,65.47,64.99,66.19,78.9,77.46,84.41,85.85,88.01,75.06,60.91,61.15,55.16,52.52,63.31,76.98,58.51,78.9,68.11,28.54,25.66,19.9,11.27,9.11,12.71,14.39,25.42,38.85,41.73,57.07,58.75,47.24
BK0643,上海自贸,38.37,70.5,41.01,53.24,43.65,65.47,49.88,81.53,63.31,22.78,2.88,3.12,1.92,3.12,31.89,45.08,71.94,60.43,44.84,32.37,25.42,19.9,28.3,34.29,47.48,48.44,46.76,23.5,29.98,35.01,51.08,53.96,52.28,63.79,35.73,33.09,38.61,54.92,51.08,74.58,76.98,77.46,61.15,73.38,55.4,44.12,34.77,53.24,49.64,54.2,42.93,47.48,46.52,39.09,42.21,46.76,55.4,57.55,47.72,68.11,50.6,49.64,50.36,64.51,45.56,62.11,66.19,47.0,35.01,32.85,35.25,12.95,25.9,27.58,20.38,32.85,55.16,21.82,20.62,19.42,12.95,12.47,26.38,22.54,39.81,50.36,29.74,30.22,43.88,30.94,23.98,25.18,29.02,31.41,22.3,21.1,28.78,11.03,8.87,9.59,18.47,30.22,69.54,72.66,72.42,64.99,74.34,70.74,52.52,52.28,39.57,36.45,53.48,69.54,59.23,55.64,55.4,27.1,17.51,51.56,61.87,62.11,62.83,66.19,67.15,77.22,61.63,68.59,57.31,67.39,23.98,21.1,21.58,31.18,25.66,64.99,74.34,80.58,78.18,80.82,80.82,82.73,79.14,70.74,54.44
BK0588,太阳能,38.13,70.98,79.62,78.9,82.25,89.21,80.34,84.65,87.53,75.06,64.75,85.85,87.77,87.77,90.17,86.81,77.94,77.94,88.25,75.06,70.98,87.05,78.42,67.15,59.47,84.65,80.34,82.97,71.22,76.5,55.4,19.9,17.75,35.49,81.77,88.01,95.68,94.96,93.05,94.24,91.85,53.0,80.34,66.19,20.86,33.09,76.02,13.19,17.51,43.41,33.81,82.25,58.99,61.39,87.77,77.94,44.6,69.78,79.86,40.77,76.5,19.66,10.07,7.19,8.63,12.23,37.41,93.05,94.0,95.68,92.33,86.57,88.97,88.01,91.37,90.17,95.92,91.37,77.94,26.86,53.96,23.02,10.55,29.02,33.09,12.23,59.71,37.89,16.07,45.56,85.13,80.58,88.25,86.33,74.34,35.25,31.18,40.53,38.37,55.16,52.04,71.22,49.88,58.03,70.98,66.43,56.12,55.16,43.17,54.44,71.22,63.79,26.86,28.3,9.83,21.82,12.71,20.86,29.74,41.97,8.63,26.62,14.63,9.11,10.79,12.47,6.24,9.35,20.62,8.87,19.9,29.02,55.88,35.97,46.52,54.92,75.06,66.67,82.25,84.65,77.7,64.99,50.36,29.02,21.82
BK0704,无人机,37.89,41.49,88.73,89.93,87.53,84.41,72.42,18.71,65.71,50.12,82.97,87.05,83.21,80.58,80.1,85.37,58.51,73.14,66.67,77.7,56.83,90.65,95.68,93.29,75.78,90.17,86.81,50.36,57.79,63.31,31.18,28.06,49.4,57.31,92.81,84.65,72.9,54.2,25.9,14.63,23.98,21.58,21.34,21.34,14.15,16.79,13.43,18.47,27.1,19.9,20.14,44.6,21.58,21.82,41.49,20.38,13.67,14.87,17.03,21.82,22.06,20.14,60.67,42.21,44.12,51.08,70.02,60.67,61.63,64.75,45.08,31.89,32.61,50.36,46.04,39.57,48.68,54.68,74.82,53.24,75.78,69.54,69.78,63.31,77.7,65.71,80.34,75.06,39.57,48.92,76.5,57.55,62.59,69.54,48.92,19.18,13.67,43.65,66.91,72.18,70.5,90.65,66.91,33.33,49.16,55.16,33.81,25.9,56.35,23.26,50.6,42.69,28.3,29.98,40.29,23.26,30.46,22.06,40.53,40.29,47.0,55.88,70.74,41.73,31.41,20.14,14.87,7.91,10.79,9.59,24.46,40.05,57.07,42.21,34.77,36.21,24.46,33.57,44.36,56.59,70.5,54.92,40.05,36.93,29.98
BK0713,2025规划,37.65,40.53,56.83,56.83,64.03,71.7,51.32,52.04,70.26,54.68,66.19,79.38,71.94,67.15,69.3,58.03,53.48,70.26,71.22,83.69,87.05,87.53,89.21,90.89,82.73,78.66,71.7,44.6,28.78,32.37,18.23,24.46,37.17,53.72,83.93,80.82,75.06,68.82,68.59,60.91,57.55,50.12,59.23,43.88,42.21,47.48,46.52,48.44,57.31,49.64,39.81,59.95,47.0,62.59,78.18,80.1,67.87,48.44,33.33,26.38,24.22,21.82,31.41,31.18,26.62,26.62,50.6,81.29,79.86,84.41,79.38,72.66,67.87,67.39,55.64,50.84,69.54,47.72,68.59,57.79,66.67,55.16,58.03,37.89,45.8,35.01,46.28,38.61,40.29,61.63,84.89,71.46,64.99,70.26,55.4,47.48,46.52,74.82,66.43,66.43,69.54,80.58,44.12,36.21,38.37,28.3,23.02,29.74,49.16,42.21,47.96,45.56,33.33,30.7,26.62,34.53,31.65,41.73,68.35,80.58,69.78,73.38,56.12,36.21,32.13,26.86,24.46,31.89,42.45,46.04,68.11,77.46,79.86,78.66,73.62,68.59,62.83,67.39,61.87,48.92,43.17,37.41,33.57,39.33,42.69
BK1037,消费电子,37.41,26.38,53.24,54.68,34.53,29.26,12.23,4.56,2.64,2.88,5.28,7.67,35.01,30.94,35.25,42.45,39.81,57.79,70.02,78.66,54.44,67.63,58.27,50.36,35.25,68.11,69.3,82.01,82.97,79.62,49.64,15.11,11.27,9.59,36.93,50.84,62.83,56.12,56.83,23.02,17.27,24.22,20.62,21.82,42.45,51.08,69.78,47.96,51.08,18.47,18.23,5.52,11.99,11.99,13.43,14.39,39.81,42.45,37.41,52.28,58.03,66.91,82.49,71.22,68.11,70.98,46.52,22.06,56.59,46.76,42.45,63.07,75.54,85.61,77.94,84.41,85.61,94.96,82.25,90.17,91.13,97.12,94.96,91.85,95.68,90.65,88.25,95.92,93.29,89.45,70.5,61.15,60.19,60.19,69.54,76.5,39.09,21.58,20.86,26.86,43.88,65.23,39.57,29.26,25.18,26.14,27.34,43.41,82.97,54.92,41.73,27.82,18.94,16.79,46.04,48.2,53.0,66.43,65.47,13.43,26.62,31.41,44.12,32.37,41.49,28.78,29.02,22.78,27.82,18.94,45.56,55.4,60.67,63.79,48.2,31.65,26.14,32.85,32.61,44.6,60.91,41.25,30.94,17.51,16.31
BK0937,蚂蚁概念,37.17,16.79,22.78,15.35,27.58,26.14,38.85,50.36,67.63,27.58,12.47,6.71,7.19,8.87,14.87,19.18,21.1,7.43,14.63,28.06,44.36,32.37,41.25,37.17,37.65,23.5,23.98,21.82,22.3,28.78,42.45,79.62,87.77,82.73,74.34,57.55,27.82,28.78,23.02,24.94,31.65,49.64,51.32,74.58,75.06,73.38,57.55,54.44,32.13,47.72,47.96,39.33,45.8,28.78,18.23,32.85,59.71,70.5,78.9,83.45,69.54,81.06,69.78,59.71,53.72,51.32,35.49,27.58,38.37,33.33,53.48,44.6,43.65,31.89,30.94,41.49,23.26,25.18,34.53,33.81,17.99,43.17,36.69,38.85,44.36,54.68,25.66,42.21,45.8,29.98,22.78,35.25,13.91,25.66,19.42,35.01,65.71,75.3,80.82,88.97,81.77,51.8,68.59,62.83,59.23,61.15,47.72,39.57,54.44,64.27,63.31,73.38,69.54,60.67,49.16,60.67,49.64,48.68,53.96,58.75,69.54,80.34,88.73,85.37,84.17,88.97,88.73,65.95,49.64,69.54,35.49,74.58,90.89,91.85,96.4,94.48,90.89,88.49,70.98,30.22,26.86,18.47,44.6,79.14,89.45
BK0957,拼多多概念,36.93,41.97,40.77,25.9,24.94,33.33,16.31,11.99,27.82,21.58,13.19,8.63,17.03,5.76,10.31,15.83,22.54,21.58,48.2,53.96,74.1,51.56,73.86,45.08,82.97,70.74,56.83,42.21,80.1,86.33,58.51,85.37,86.57,60.67,14.39,36.45,67.87,60.19,80.58,86.81,82.73,73.86,83.69,89.45,66.43,74.34,85.13,75.78,63.07,65.23,39.33,2.4,3.84,4.32,4.8,18.71,58.03,60.67,56.59,72.42,52.04,63.07,80.58,89.21,88.49,94.48,72.66,44.12,32.13,23.02,17.75,71.94,68.35,30.46,13.19,71.22,62.83,77.22,92.09,95.92,64.51,60.19,47.72,38.37,42.21,48.68,13.43,26.86,35.49,20.62,13.91,30.46,43.41,46.28,67.39,58.51,66.67,43.88,49.4,52.28,45.32,38.85,47.96,57.79,35.49,52.76,77.7,94.24,94.0,95.68,96.16,95.44,92.81,69.78,88.01,70.26,72.18,86.33,79.38,24.94,43.88,7.67,12.23,64.99,56.83,39.57,72.42,67.39,61.87,93.53,94.96,90.89,68.35,77.94,65.23,29.02,16.79,42.93,13.19,7.19,9.83,44.84,71.46,90.41,95.68
BK0600,参股新三板,36.69,54.44,51.08,57.79,65.47,63.31,63.79,63.07,57.79,35.97,40.29,61.39,56.12,48.92,36.93,27.82,20.14,20.14,16.07,24.46,29.02,32.85,30.46,53.24,36.45,49.4,51.08,59.95,42.93,62.35,51.8,55.4,46.04,54.68,63.31,60.19,50.12,60.43,57.07,52.28,59.23,71.94,67.87,83.21,81.06,85.37,79.62,76.5,45.32,59.71,40.77,58.51,68.59,72.18,71.22,80.82,60.67,48.68,50.36,48.92,45.08,57.31,56.59,38.13,31.89,29.74,20.38,27.34,40.77,41.73,33.33,39.09,31.89,35.49,39.57,51.08,60.43,64.51,60.67,53.48,55.16,55.64,53.0,56.59,56.83,51.32,41.25,47.72,52.04,60.67,78.42,76.02,51.08,47.0,24.22,8.15,15.59,35.01,40.05,47.48,67.87,59.95,53.48,56.83,57.55,49.64,56.59,60.67,53.96,63.55,65.95,67.63,55.16,63.31,50.84,48.44,38.13,44.12,33.09,45.8,60.43,71.7,75.3,68.35,61.63,56.35,50.6,55.64,63.31,64.75,64.03,55.64,55.4,66.19,64.75,65.47,53.96,63.07,58.27,52.76,58.03,56.83,58.51,54.68,58.99
BK0683,国企改革,36.45,39.81,46.28,55.4,55.4,54.2,66.91,75.3,79.86,82.01,63.55,58.99,54.44,53.24,52.52,56.83,61.63,49.4,40.05,41.25,38.13,41.25,64.99,76.5,79.14,74.34,77.7,70.74,65.47,63.55,64.51,64.51,64.99,76.02,81.29,75.06,71.46,81.06,78.66,82.73,84.17,78.66,82.25,78.66,68.59,68.35,81.53,81.06,82.25,85.37,77.7,75.54,55.64,65.23,76.5,88.49,74.1,62.83,77.22,35.01,29.26,23.26,24.46,15.83,12.47,12.95,13.91,40.53,55.4,75.06,79.62,73.62,53.24,52.76,55.16,40.53,50.84,31.18,29.02,19.9,28.06,18.23,15.11,21.1,22.06,20.86,35.97,33.57,23.74,27.34,52.52,49.4,56.12,61.39,59.95,41.73,40.05,55.4,49.88,56.35,71.7,88.73,90.41,86.33,92.33,88.97,78.18,66.43,43.41,54.68,64.51,76.02,79.62,82.25,67.15,78.66,61.39,59.71,34.53,59.47,40.53,35.49,28.78,36.69,39.81,46.52,37.89,52.28,57.07,45.32,22.06,24.7,38.13,42.69,50.6,69.3,72.42,68.59,71.94,71.46,56.83,75.78,77.94,77.46,71.94
BK0505,中字头,36.21,22.54,21.82,35.49,35.97,28.78,32.37,56.12,59.95,62.83,55.4,41.25,45.08,58.03,55.16,54.44,75.54,47.0,22.06,16.79,34.29,27.82,65.71,80.58,81.29,51.08,63.07,33.57,33.09,37.65,70.5,82.25,77.46,82.25,74.82,37.89,54.44,78.42,78.42,87.05,93.53,98.08,97.84,95.44,94.96,91.85,70.5,82.97,86.81,87.53,67.63,50.6,4.08,20.14,37.89,77.7,69.06,59.71,70.5,38.37,19.42,16.55,10.31,10.31,5.76,9.11,10.07,24.46,34.29,46.28,62.59,46.76,44.6,59.95,58.75,54.92,42.69,14.39,14.87,18.23,11.99,13.91,23.98,11.51,7.91,17.03,18.23,10.07,11.03,9.11,13.19,16.07,30.7,44.6,41.73,29.26,29.26,38.85,32.37,38.61,77.94,92.81,95.44,94.72,96.16,89.45,70.26,50.36,6.0,22.78,37.41,62.59,66.43,81.29,55.4,73.14,60.67,49.88,37.17,77.94,28.78,22.06,19.42,32.61,37.41,69.78,68.59,79.14,71.94,56.12,6.24,4.08,27.1,41.01,70.98,82.01,87.77,87.05,87.77,82.25,71.94,88.25,86.81,78.66,73.14
BK0873,垃圾分类,35.97,63.55,62.11,69.54,67.15,78.66,84.89,78.18,66.67,57.55,23.5,22.78,33.09,17.27,41.25,33.57,23.98,23.74,45.08,44.36,44.12,50.36,62.83,60.19,57.55,68.82,82.49,80.82,83.93,89.69,89.45,84.89,76.02,69.54,49.16,47.48,49.64,64.03,59.95,62.83,76.02,61.15,74.34,81.77,67.15,32.85,52.04,43.41,23.5,66.91,68.59,80.34,63.79,71.7,73.86,94.0,84.17,77.22,91.61,65.95,36.45,31.41,14.87,8.63,7.43,6.95,4.08,13.43,20.38,43.65,28.06,19.66,21.58,43.65,63.07,55.64,69.3,47.48,21.1,12.71,25.42,35.25,51.56,69.78,63.07,60.43,58.75,48.92,49.88,57.31,67.87,52.28,32.85,50.84,50.84,53.24,82.49,81.77,75.54,82.01,79.62,72.18,65.23,61.39,47.0,29.98,16.55,23.26,25.9,70.26,80.58,82.01,83.93,86.81,58.27,53.24,26.38,36.21,20.62,48.44,29.26,52.28,43.17,49.16,55.88,52.04,43.17,51.08,37.65,22.3,27.1,31.65,28.06,45.08,34.29,52.52,50.6,49.16,46.04,58.99,66.19,72.9,81.29,78.18,82.25
BK0837,互联医疗,35.73,26.86,11.27,8.87,11.75,31.41,46.76,62.59,77.7,85.37,69.78,48.2,41.01,19.66,6.47,6.95,7.19,12.47,26.86,55.88,85.13,53.96,55.4,45.8,35.73,8.63,9.83,18.47,17.75,21.58,15.11,36.21,29.5,19.18,9.35,17.75,4.32,7.91,8.39,13.19,14.63,29.74,25.18,50.6,64.51,75.06,60.67,62.59,40.53,34.53,49.88,32.61,44.84,57.31,53.24,37.41,73.38,78.42,61.87,74.1,72.66,74.82,69.3,86.81,88.25,87.05,69.78,31.89,14.39,11.27,15.35,6.24,19.42,21.58,6.71,10.31,11.03,11.03,15.35,52.28,42.21,55.4,51.32,59.47,52.28,57.31,38.61,66.19,82.97,72.42,68.11,74.34,40.29,36.45,44.12,83.21,82.01,87.77,91.61,88.25,58.51,55.16,40.77,52.76,49.88,67.15,59.47,67.63,70.02,75.54,50.84,70.98,85.61,65.47,82.01,84.89,87.77,88.73,90.41,88.01,94.72,94.48,91.37,87.53,84.65,60.19,48.92,51.8,64.75,53.72,85.61,82.97,60.19,76.02,81.29,44.6,22.3,18.71,10.79,6.24,6.24,9.11,18.71,49.4,64.51
BK0726,工程咨询服务,35.49,43.17,55.16,62.11,37.89,59.95,77.22,64.03,35.01,47.72,19.9,14.15,12.47,12.47,32.37,26.62,42.93,58.03,61.39,63.07,53.96,35.25,21.1,19.9,12.23,46.76,70.26,76.74,71.46,66.67,58.03,59.47,75.78,60.91,64.03,34.05,24.94,36.93,40.29,39.81,74.82,76.26,72.66,79.38,55.64,26.14,23.26,40.53,28.54,79.14,79.14,81.77,78.66,65.95,34.05,73.38,34.05,14.63,24.46,36.45,21.82,37.65,68.82,73.14,50.36,40.05,14.87,23.74,5.76,26.14,33.81,70.02,52.76,69.78,74.1,67.39,73.86,66.19,47.96,21.34,26.38,20.14,34.29,40.53,51.08,63.79,79.62,66.91,71.94,85.13,64.27,41.49,26.86,25.9,17.75,16.31,26.86,65.23,75.78,73.38,85.61,90.17,87.53,88.01,69.78,58.99,63.55,80.58,47.72,89.69,92.57,76.74,45.8,63.55,37.65,10.79,13.19,14.87,5.28,16.31,40.77,64.99,72.42,72.42,70.98,79.38,93.76,91.85,79.62,82.97,38.13,18.71,63.31,89.93,75.78,80.82,84.89,18.94,27.58,60.19,80.1,99.52,99.76,99.52,98.8
BK0834,乡村振兴,35.25,43.41,55.4,51.56,51.32,41.25,52.52,41.25,36.93,51.32,38.13,39.57,46.04,56.59,49.4,41.25,28.06,41.73,27.82,26.14,50.84,63.31,76.26,81.06,84.65,73.38,79.38,54.68,77.46,77.46,71.7,58.75,50.36,25.9,13.67,21.58,16.31,40.05,43.88,56.35,58.99,61.63,66.67,78.42,61.87,50.12,70.26,74.1,57.79,79.38,80.82,78.18,90.65,86.33,67.63,85.85,39.09,17.27,20.86,41.49,26.14,91.37,94.96,88.01,57.07,52.52,14.15,17.27,27.1,45.8,56.59,51.56,28.06,25.42,54.2,19.42,30.94,33.33,51.56,47.0,75.3,62.35,69.06,60.43,46.52,39.09,35.73,22.78,17.99,17.27,30.94,21.58,41.73,46.04,26.38,10.55,29.02,46.28,55.88,79.14,90.65,87.29,80.82,72.9,57.31,37.65,46.52,34.05,20.86,36.21,59.47,65.71,75.3,79.86,82.25,83.93,75.3,67.87,48.2,50.36,34.53,23.98,65.71,80.34,78.42,72.66,79.86,56.83,35.01,38.13,29.98,21.58,17.27,38.85,36.21,60.67,65.23,76.02,61.39,64.27,86.81,88.73,93.76,96.4,96.4
BK0596,融资融券,35.01,41.25,43.41,50.36,53.48,56.12,52.76,60.91,58.75,45.8,46.04,54.68,54.2,55.88,49.88,49.88,57.31,57.07,50.12,55.16,55.16,49.88,58.03,64.51,63.55,62.59,54.68,53.96,54.2,51.32,50.6,51.8,46.52,45.08,43.88,52.28,56.12,55.88,59.23,58.03,50.12,51.56,56.83,53.48,54.2,54.2,52.76,50.84,64.51,60.43,49.16,53.72,40.53,43.88,48.92,48.68,47.24,51.56,49.88,47.24,43.88,34.05,38.85,34.05,35.25,36.93,44.84,54.68,58.27,52.04,56.35,44.12,53.0,53.48,53.0,48.2,43.88,41.49,40.29,39.09,44.84,46.28,44.84,44.36,43.65,52.52,51.08,52.28,48.2,48.68,43.41,44.12,50.6,58.51,66.43,67.15,61.15,63.55,49.16,37.41,33.57,34.05,36.21,48.92,52.76,50.84,48.68,51.32,48.68,48.44,49.4,49.4,42.69,47.48,41.73,46.28,53.24,59.23,52.28,50.84,47.24,44.84,38.61,39.81,41.73,44.36,42.93,54.44,59.23,55.4,49.64,40.53,51.08,59.71,62.83,57.31,54.68,50.84,50.84,45.32,41.97,47.48,48.68,42.93,37.41
BK0971,注册制次新股,34.77,66.19,50.6,53.96,47.72,35.01,6.95,6.24,3.6,3.84,8.15,16.55,39.33,44.36,46.52,51.32,44.84,66.19,75.54,81.77,80.34,77.22,80.1,63.55,68.35,69.3,51.32,35.97,61.39,60.67,51.56,42.69,36.69,15.59,34.53,66.43,70.02,60.91,70.02,24.46,10.31,6.95,15.11,19.42,36.93,28.54,13.67,4.08,3.6,1.68,1.92,8.87,21.34,24.7,34.53,16.31,27.82,35.25,25.18,26.86,37.17,27.58,23.98,37.17,81.53,82.49,91.13,86.57,74.82,41.01,27.1,13.67,37.17,47.72,36.45,23.02,17.51,27.1,37.17,55.16,79.62,90.41,90.89,93.05,93.76,94.96,98.56,99.04,92.81,95.44,85.61,66.19,53.72,80.1,91.13,96.88,93.29,90.17,72.9,30.94,6.95,1.92,0.96,1.44,0.0,2.64,5.52,31.18,69.3,68.11,73.86,44.84,33.57,19.42,15.35,4.56,8.39,8.15,14.39,12.71,21.82,54.2,33.57,22.54,29.26,25.42,35.49,60.19,84.41,77.46,84.89,72.18,54.92,44.36,24.94,10.79,10.55,10.07,16.31,24.22,37.41,43.41,35.01,21.58,22.06
BK0955,C2M概念,34.53,65.95,39.57,38.37,38.13,53.96,48.2,56.83,35.25,35.25,23.02,17.03,13.19,20.14,29.74,20.38,9.83,23.5,32.85,25.42,59.23,58.75,46.04,32.37,35.49,54.2,42.69,60.19,72.42,61.87,18.47,25.18,24.46,22.06,37.89,64.03,78.9,70.02,54.2,27.58,26.38,19.42,20.38,44.36,53.0,54.44,50.36,36.69,15.35,16.55,7.91,8.15,9.35,17.99,6.95,14.15,29.02,29.02,17.99,31.41,25.18,39.57,64.03,87.05,86.57,86.33,65.47,58.03,28.06,21.58,21.82,29.5,26.62,29.74,22.06,18.71,22.06,56.35,46.28,67.87,63.79,63.31,60.67,74.34,59.71,57.55,31.65,48.68,68.59,73.62,68.35,87.05,44.84,41.49,65.47,68.11,65.47,52.04,36.69,26.14,22.78,13.43,20.14,38.37,18.47,45.8,64.51,77.94,54.2,78.66,61.39,61.63,54.68,74.82,58.99,34.29,29.74,32.13,19.9,26.38,45.08,58.51,74.58,73.62,70.5,66.19,75.3,71.46,64.51,72.18,60.67,44.36,39.09,66.91,47.24,64.75,38.13,25.42,18.71,29.98,28.06,33.09,63.07,46.76,33.81
