,NAME,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22
BK0561,基本金属,93.8,95.96,52.02,6.47,1.62,2.7,2.43,15.9,55.8,62.26,78.44,45.82,57.41,93.53,94.61,69.0,6.2,0.0,0.54,0.0,0.27,0.54,0.54,0.81,0.54,29.92,98.38,95.96,88.41,92.72,86.25,98.11,89.76,91.91,89.22,62.53,16.44,48.25,85.44,91.64,85.71,66.04,75.47,89.76,97.57,98.38,98.11,97.57,87.6,70.08,94.34,93.26,95.69,26.95,8.09,1.08,1.08,1.35,20.75,60.65,31.0,9.97,2.16,31.54,7.28,9.97,4.31,13.75,13.48,15.36,9.16,5.12,4.85,3.5,2.7,3.77,15.36,11.59,21.02,2.96,9.97,37.2,26.95,53.91,91.91,91.64,92.18,86.52,94.34,94.34,95.15,95.69,95.69,96.23,95.96,93.26,94.34,96.5,95.69,98.11,98.65,97.3,94.07,92.99,86.52,75.74,74.93,47.17,61.46,11.32,5.93,40.16,51.48,62.8,57.95,95.69,91.37,91.11,62.26,81.13,95.15,97.57,97.84,98.65,98.38,97.57,97.04,97.84,97.84,96.77,95.69,90.3,87.06,75.2,88.68,47.17,93.8,83.83,87.06,90.57
BK0547,黄金概念,93.53,87.87,73.32,39.35,10.78,10.78,11.86,18.6,30.73,55.8,54.45,49.06,55.8,70.35,65.5,44.47,43.4,16.71,22.1,5.39,11.05,21.83,8.89,21.02,26.68,49.6,64.69,75.2,75.47,61.46,62.26,73.85,78.44,55.53,56.87,55.8,33.69,21.29,43.67,63.88,52.29,61.19,48.52,68.73,88.95,95.15,90.84,90.3,82.21,74.66,82.48,82.75,86.52,51.21,15.09,3.5,7.28,18.87,20.49,32.88,27.49,16.44,11.59,29.92,14.82,25.34,37.74,36.93,42.05,55.8,46.36,39.08,39.08,32.35,29.38,23.45,16.98,14.29,27.49,8.09,18.87,26.95,36.12,58.22,80.59,87.6,88.95,79.51,84.1,85.98,79.25,87.33,88.95,86.25,85.18,80.86,84.91,89.76,89.22,89.76,91.37,87.87,77.63,69.81,61.73,27.49,31.27,18.33,24.53,4.85,2.7,13.75,28.03,54.72,66.85,89.76,82.75,90.03,81.94,84.1,92.99,94.07,91.64,92.99,92.18,91.64,91.64,88.95,85.71,77.36,73.32,70.89,79.25,87.87,92.18,85.98,87.87,84.91,74.93,83.02
BK0478,有色金属,93.26,97.84,87.33,31.81,3.77,4.31,9.43,56.33,85.71,74.66,80.86,43.13,38.54,87.6,89.22,54.18,5.12,0.81,1.08,0.27,1.62,1.08,0.81,0.0,0.0,18.87,93.8,89.76,71.43,58.76,42.86,92.18,79.51,91.11,90.3,74.39,33.96,55.26,85.98,92.99,87.33,82.75,86.79,92.18,97.3,98.65,98.38,98.11,90.57,75.2,91.37,85.44,87.6,2.43,1.62,0.81,0.81,0.81,8.36,31.54,27.76,12.13,7.55,62.53,18.06,24.53,7.55,8.63,8.89,6.47,4.04,1.62,1.35,1.08,1.62,5.12,20.22,15.36,22.64,8.89,24.26,54.18,39.35,66.58,92.72,93.26,96.23,94.61,97.3,97.3,97.57,97.84,97.84,97.84,98.65,97.57,98.38,97.57,97.57,98.65,98.38,98.38,95.42,95.15,91.64,82.75,82.48,71.16,76.82,38.01,55.8,76.55,80.05,76.28,69.0,96.23,91.11,94.88,71.97,88.14,97.04,98.38,98.11,98.38,98.92,98.38,98.11,97.3,97.3,94.88,90.57,80.05,78.98,70.89,80.59,29.65,90.3,70.08,81.4,81.94
BK0734,珠宝首饰,92.99,75.47,83.02,73.58,82.75,67.12,72.51,59.03,66.31,83.29,67.92,79.51,82.75,95.15,84.64,88.68,89.49,80.05,75.2,68.46,61.73,93.26,71.7,54.45,58.22,33.15,10.78,28.03,28.84,10.24,36.93,6.2,30.73,7.82,7.28,12.4,19.14,5.66,9.43,9.7,17.25,53.37,38.01,71.16,83.02,83.29,67.92,83.83,86.25,85.71,67.92,78.44,70.35,50.94,21.83,40.7,40.16,71.97,40.16,56.33,47.71,16.17,22.37,16.17,9.7,7.28,40.97,22.1,22.91,25.34,20.49,19.41,14.82,13.75,9.16,5.93,0.54,0.81,2.96,2.16,11.32,13.75,31.0,64.69,86.79,93.53,91.37,81.67,75.47,66.58,50.4,68.73,72.78,43.13,21.83,12.4,16.44,19.68,15.36,21.02,19.95,16.71,5.66,8.09,11.05,4.31,5.93,6.2,9.7,6.47,10.78,11.86,15.36,16.71,29.92,43.67,45.82,42.86,31.0,27.49,30.46,36.12,40.97,53.37,21.83,16.17,37.2,32.08,41.78,50.94,39.62,48.25,55.53,74.66,88.14,85.18,61.99,79.25,62.26,64.42
BK0448,通讯行业,92.72,87.33,85.44,88.95,91.37,69.54,57.14,36.93,10.78,16.17,23.18,29.11,16.17,14.82,7.55,16.44,26.15,27.49,32.08,35.31,13.48,9.7,22.1,36.12,45.28,24.53,24.53,21.29,21.83,30.73,53.64,50.94,64.96,54.72,45.82,33.69,49.06,41.78,37.47,22.91,18.6,7.28,6.2,3.77,5.66,7.01,8.36,10.24,18.33,27.22,19.68,39.62,54.18,73.05,65.77,72.78,61.99,67.92,69.0,62.53,69.0,69.0,75.2,82.21,85.44,88.41,92.72,90.03,92.72,91.91,94.61,94.34,92.45,83.02,82.75,76.82,69.0,63.34,24.53,42.86,16.44,23.99,3.5,2.43,8.63,11.05,8.36,23.72,38.54,62.8,69.27,58.76,67.12,71.43,77.9,72.51,71.97,63.34,63.07,34.77,64.42,70.35,79.25,82.48,75.74,78.71,77.36,82.21,83.29,85.18,68.73,56.06,45.01,21.56,12.13,14.56,16.71,26.68,21.56,29.38,17.79,14.82,9.7,7.28,16.17,18.06,25.34,10.78,14.29,17.25,20.22,33.96,41.24,47.17,36.66,35.85,22.91,25.88,12.67,9.7
BK0581,智能电网,92.45,91.91,90.57,90.03,90.84,75.74,71.7,87.33,84.37,69.81,77.9,79.25,83.02,82.21,88.14,89.76,91.64,82.75,80.05,78.71,16.71,29.65,25.34,18.6,13.48,26.42,8.36,18.33,4.85,6.2,21.56,14.29,25.88,23.18,12.67,7.01,15.63,23.45,34.23,26.42,26.42,27.76,23.99,25.61,28.03,39.08,44.74,36.39,39.08,50.4,48.25,49.87,71.43,84.1,84.64,89.22,80.86,86.25,84.64,82.75,87.87,86.52,89.22,75.2,73.85,71.43,79.25,81.13,79.51,84.64,83.29,83.29,76.82,78.71,80.05,82.21,76.82,87.33,80.59,73.58,72.78,73.05,56.6,65.23,64.96,69.27,73.32,63.61,77.36,81.4,81.13,80.05,79.25,74.66,73.58,77.36,81.94,81.4,77.36,83.83,78.44,73.32,83.02,89.49,88.95,90.57,89.22,91.11,94.34,86.52,92.72,96.77,97.04,91.11,92.45,87.6,78.17,78.44,68.19,82.75,68.46,21.29,25.34,9.97,30.73,36.12,17.79,51.21,59.3,39.35,46.9,45.55,34.77,67.92,49.33,61.19,84.1,56.87,52.29,84.91
BK0725,装修装饰,92.18,89.22,94.88,95.15,98.65,99.46,97.57,95.69,89.22,85.18,89.22,94.34,94.88,88.41,54.18,4.85,21.02,23.45,28.84,21.29,10.78,37.2,23.45,8.36,6.74,13.48,11.86,22.37,23.18,18.87,31.81,17.79,32.88,30.73,35.85,21.56,33.42,18.33,10.24,13.48,11.59,4.58,4.04,10.78,11.86,14.56,15.9,17.79,26.68,32.35,7.82,4.31,13.48,15.36,8.89,19.95,6.2,6.74,9.7,3.77,12.4,30.19,33.15,41.78,25.07,20.22,38.81,46.63,38.81,50.4,56.33,63.07,54.18,36.66,40.16,42.05,36.66,72.24,91.37,80.05,78.44,74.93,85.71,95.96,96.23,96.5,94.34,63.34,46.36,39.62,56.06,54.45,55.26,30.46,15.9,7.55,11.05,9.16,9.16,15.09,15.9,7.55,5.93,13.21,18.06,20.49,18.87,17.79,15.9,23.18,14.02,24.53,19.95,15.63,26.42,32.35,46.36,38.81,42.59,21.29,15.36,16.44,39.35,29.65,14.29,13.48,23.45,48.79,47.98,44.2,51.75,49.33,42.05,46.63,63.34,57.14,56.33,34.5,33.15,32.35
BK0918,特高压,91.91,89.49,90.84,91.37,87.87,87.33,81.4,94.34,92.18,87.33,90.3,92.72,94.34,94.34,95.42,95.15,95.96,91.64,80.59,76.01,7.01,18.87,11.59,4.31,2.43,5.93,5.39,17.25,5.39,2.96,12.4,7.01,9.97,17.25,9.97,4.31,8.63,18.87,30.46,35.85,39.89,46.36,39.89,38.81,35.85,43.94,39.89,21.29,22.37,23.45,8.89,11.05,17.79,26.42,40.16,35.85,39.35,59.3,50.4,47.44,52.56,46.09,53.64,33.42,31.27,40.43,47.44,46.09,43.94,47.71,48.25,61.99,56.33,62.26,63.34,58.22,52.56,61.46,62.53,59.57,59.57,58.49,63.07,75.74,73.32,80.59,84.1,81.4,86.79,85.71,86.52,85.98,83.83,81.94,83.02,81.94,80.32,82.21,76.01,88.68,85.44,85.18,84.37,87.87,85.98,91.64,92.18,91.64,93.53,83.29,93.53,97.3,97.57,95.69,95.96,93.53,92.45,94.34,92.72,94.34,85.18,52.83,56.87,45.01,68.19,69.0,36.12,77.9,80.59,58.22,66.31,57.14,36.12,83.02,70.35,69.27,92.45,72.51,76.28,91.91
BK0888,农业种植,91.64,90.57,78.98,45.82,14.82,19.14,31.0,25.88,16.17,20.75,16.44,31.81,31.27,37.47,52.29,77.09,69.27,73.85,69.81,76.82,85.71,57.14,62.8,43.67,32.08,35.04,24.8,18.87,26.68,56.33,22.91,20.49,25.34,25.07,34.23,30.19,50.4,29.92,31.54,12.4,23.45,12.4,30.73,65.23,71.16,70.89,64.96,81.67,71.97,68.19,73.85,79.78,65.23,23.45,29.65,24.53,19.68,6.2,10.78,12.4,16.71,29.38,76.01,56.87,42.05,38.54,40.16,42.86,39.62,37.47,30.19,30.46,12.13,15.63,14.02,33.96,39.62,31.81,57.41,63.07,78.17,59.84,76.01,85.44,85.98,85.44,83.29,76.28,76.55,66.85,63.88,79.78,68.19,68.46,78.17,42.86,40.7,36.66,43.13,47.98,45.82,26.95,36.93,35.85,26.68,32.35,36.12,61.73,49.6,39.89,45.55,58.49,59.3,83.29,91.37,83.56,86.52,54.99,57.14,57.41,62.26,69.54,60.38,34.23,28.57,40.7,29.92,49.33,66.85,57.14,57.14,68.46,77.36,80.05,81.4,84.37,88.68,93.8,89.76,89.22
BK0570,预亏预减,91.37,90.3,92.72,92.45,90.3,90.57,77.9,85.98,78.98,73.85,83.56,85.18,76.82,61.46,61.99,46.09,64.15,58.22,57.95,40.16,12.13,15.09,18.06,22.1,22.37,40.97,32.08,38.01,52.29,45.55,68.19,62.8,77.09,71.43,67.12,55.53,59.3,43.94,37.2,39.89,36.12,36.93,36.39,41.78,56.6,64.15,65.5,73.05,78.71,82.48,73.32,74.66,73.32,67.39,64.15,53.64,45.55,45.82,39.08,45.01,60.65,62.8,75.74,77.36,67.39,66.04,70.35,69.81,61.99,58.49,60.38,61.46,56.6,54.18,56.6,52.83,47.17,46.9,50.94,47.98,54.99,45.28,49.87,63.88,66.58,70.62,66.31,61.19,63.07,58.22,58.76,64.96,52.83,40.97,34.5,33.42,45.28,49.06,42.86,46.36,41.78,31.81,46.36,52.56,51.21,40.7,36.66,32.88,33.69,34.23,39.08,57.14,57.68,45.55,48.52,46.36,50.67,50.13,49.87,54.18,46.63,49.6,48.52,45.55,36.12,38.54,46.9,46.9,50.94,52.56,44.2,47.17,41.51,41.24,52.29,53.1,47.17,50.94,45.28,48.25
BK0655,网络安全,91.11,87.06,76.82,83.02,88.14,72.51,45.55,40.7,9.7,10.51,14.02,14.56,9.7,7.55,6.47,19.14,41.51,73.58,84.37,87.6,59.3,69.81,81.4,73.05,72.78,35.31,28.3,4.58,6.2,27.22,54.72,43.4,59.03,57.95,52.83,50.94,59.57,58.49,42.59,13.21,10.51,11.86,5.39,4.31,5.93,11.32,17.79,24.8,33.96,46.9,53.1,51.48,73.05,73.85,68.19,76.82,70.89,71.16,69.81,78.44,86.52,81.94,82.48,80.86,73.05,80.59,83.29,84.1,96.5,96.23,95.15,96.5,95.96,94.61,95.42,85.71,76.28,62.26,5.39,8.36,10.78,19.41,7.28,12.94,22.37,51.75,56.87,84.37,83.29,95.15,95.69,93.8,91.64,90.03,91.37,87.87,90.84,85.71,82.48,23.18,31.0,28.03,38.81,43.67,23.72,45.55,35.31,26.42,52.83,57.95,25.07,35.04,41.24,14.82,7.82,8.09,11.59,18.33,10.78,11.86,11.59,9.43,3.5,15.63,31.0,25.07,23.18,21.56,16.44,16.98,16.44,33.15,38.81,31.81,21.56,37.47,24.8,34.23,23.18,19.68
BK0556,移动支付,90.84,86.25,73.05,77.63,85.44,87.6,59.57,61.46,33.15,36.93,34.5,40.7,22.64,23.72,9.7,43.94,56.6,88.14,85.71,83.56,66.04,73.85,90.3,91.91,95.15,77.09,57.14,9.16,31.0,75.47,79.78,63.61,78.71,49.06,28.57,27.49,43.4,40.7,21.02,7.01,5.12,7.82,7.01,7.55,20.22,37.74,41.78,61.46,66.04,73.58,84.64,80.05,81.94,72.78,49.6,44.47,49.33,39.89,45.01,41.78,53.64,60.38,63.61,79.25,77.09,75.2,70.62,73.32,84.1,92.18,90.84,83.83,87.87,84.91,88.95,79.78,77.36,67.92,29.92,38.27,30.46,47.44,25.61,28.57,27.49,61.19,49.6,75.74,73.58,76.01,73.85,67.65,52.56,41.51,46.36,36.66,56.33,46.9,45.55,27.49,50.4,35.58,61.19,64.69,61.19,56.87,50.94,37.74,54.99,54.72,23.72,44.74,36.93,15.36,11.05,12.94,30.19,35.04,33.42,21.56,23.45,18.33,18.33,27.22,37.2,43.94,41.78,35.85,39.62,49.87,42.86,58.76,57.41,63.61,45.82,58.76,34.77,34.77,14.56,14.82
BK0632,土地流转,90.57,92.99,95.69,89.49,77.36,85.44,81.67,81.4,80.59,81.94,79.78,83.56,79.25,71.97,80.59,82.75,84.37,79.78,76.28,68.73,73.85,64.96,52.29,49.33,46.63,52.29,24.26,34.5,67.92,61.73,50.67,41.51,43.67,32.35,21.56,23.45,38.01,16.71,8.89,12.94,20.22,21.02,28.57,46.09,58.76,57.14,62.8,71.16,70.89,60.11,60.11,56.87,43.67,46.36,43.94,46.63,29.92,32.61,29.11,59.57,50.94,59.84,87.6,85.18,72.51,56.87,75.47,65.77,49.6,42.86,40.7,41.78,32.08,26.42,31.27,47.17,36.12,39.08,69.0,46.63,57.41,34.5,36.93,41.51,34.77,33.96,19.41,22.1,23.18,22.91,23.45,40.97,38.54,26.15,26.95,11.05,16.17,19.41,29.11,52.83,56.6,36.39,32.61,35.04,28.57,22.91,21.83,27.22,19.68,11.59,8.89,32.88,33.42,44.2,61.99,70.35,74.12,63.61,74.12,51.21,57.14,43.13,58.49,55.53,52.83,59.84,55.53,61.46,68.73,73.05,74.39,81.4,84.37,86.52,82.48,78.44,82.48,86.52,79.25,78.17
BK0943,汽车拆解,90.3,97.3,97.84,93.8,90.03,93.26,93.8,98.11,98.38,98.38,97.84,93.53,88.95,97.04,96.5,92.99,96.23,74.12,52.83,21.56,14.82,61.46,67.92,12.94,6.2,41.24,25.34,36.39,25.07,15.36,19.14,18.87,17.25,35.04,47.17,25.61,31.81,65.23,40.97,46.36,36.93,34.5,57.95,72.78,85.44,88.68,84.91,66.85,58.22,59.03,78.71,66.58,49.6,11.86,3.77,2.7,2.43,5.12,25.34,26.95,22.64,33.96,44.47,70.35,60.11,32.08,41.51,24.26,25.07,31.54,19.95,16.17,9.16,13.48,19.41,45.55,47.98,74.93,74.93,45.28,73.32,42.59,47.71,40.7,31.0,37.47,44.2,31.0,71.7,73.58,64.15,86.25,85.71,80.32,74.12,57.41,51.75,37.2,17.52,25.34,18.33,25.07,26.15,29.11,44.74,22.1,23.45,20.22,45.55,32.61,36.66,60.65,71.43,73.85,85.71,90.03,87.33,91.64,75.47,77.63,89.76,90.57,85.18,95.15,95.15,95.42,95.96,94.61,94.88,95.96,92.45,87.6,91.64,82.21,74.39,64.69,86.52,76.82,80.05,79.78
BK0721,PPP模式,90.03,88.68,94.07,92.18,94.07,94.07,84.91,90.57,88.68,88.95,88.95,88.14,84.64,85.71,91.64,93.26,96.77,96.23,90.57,81.67,56.87,92.99,86.79,65.5,27.76,31.0,3.23,9.97,11.86,8.36,19.68,3.77,7.82,21.56,16.17,8.09,17.52,14.02,9.7,5.66,7.28,10.78,14.29,15.09,17.79,22.37,28.03,22.1,29.92,41.51,22.64,25.34,38.54,25.88,24.53,31.0,18.87,33.69,27.22,9.97,19.95,20.22,19.14,29.11,20.75,21.83,38.54,36.39,31.54,45.28,45.82,52.56,42.59,40.16,43.13,46.36,42.05,49.33,51.48,26.42,24.53,19.14,20.75,23.45,28.84,26.95,22.91,22.64,39.62,40.97,49.6,62.53,56.6,54.99,49.06,37.74,39.89,32.35,28.84,52.02,43.4,37.2,33.69,36.93,46.63,43.13,39.35,45.55,40.7,32.08,32.88,51.75,57.95,49.6,60.65,76.55,84.37,80.86,79.25,72.51,72.24,72.78,76.55,77.63,72.51,76.01,77.09,84.1,84.91,85.98,82.21,82.48,82.21,83.56,84.37,66.58,67.12,52.83,60.11,75.2
BK0511,ST股,89.76,88.14,96.77,99.19,98.92,98.65,97.84,95.96,90.3,93.8,92.18,95.96,93.8,92.72,89.49,94.61,94.07,97.57,97.3,94.88,93.53,93.53,94.07,88.95,90.03,74.39,58.76,65.77,87.87,84.1,84.1,77.9,64.15,45.01,49.6,70.89,71.7,76.28,48.79,45.28,32.88,22.1,32.35,28.03,43.94,49.06,47.98,33.42,63.88,66.58,12.4,22.1,25.34,25.07,5.66,5.39,3.23,2.96,1.08,2.7,37.2,50.4,68.46,92.72,91.37,94.34,97.57,98.38,97.3,97.57,98.65,98.92,95.69,86.52,84.37,89.49,85.18,88.41,97.57,88.68,93.53,77.36,81.4,92.45,95.96,95.69,91.91,85.18,83.83,80.59,67.92,78.98,80.86,78.71,64.15,50.67,39.08,13.21,9.43,32.08,46.9,46.9,29.11,17.79,11.86,7.28,8.63,13.48,15.09,10.51,8.09,12.13,20.49,43.4,81.4,85.18,88.95,93.53,95.69,88.95,86.25,90.3,90.84,92.72,85.71,77.9,76.82,71.7,69.54,65.23,65.77,60.65,54.72,43.4,41.24,42.32,41.51,45.55,40.43,64.69
BK0726,园林工程,89.49,79.78,83.56,73.85,66.31,70.08,63.07,65.23,67.92,86.52,87.87,90.84,90.3,90.57,92.99,97.84,98.92,99.73,99.46,98.11,93.8,97.84,90.57,77.63,54.72,14.29,0.81,0.27,0.0,0.0,4.58,2.7,31.81,67.12,68.46,20.49,30.73,17.25,11.59,6.47,8.63,3.23,2.16,1.35,0.54,1.08,1.62,0.54,1.08,2.16,0.27,0.0,0.27,0.0,2.96,21.56,15.63,35.31,44.47,33.15,87.6,89.49,94.34,91.91,57.68,39.89,66.04,74.66,54.18,85.98,80.86,87.6,83.02,76.01,78.44,89.76,83.02,85.44,90.84,39.35,34.77,25.34,8.36,17.25,22.1,16.71,7.55,4.58,28.84,33.15,48.52,66.58,63.61,53.64,42.32,37.2,38.01,25.61,15.9,38.81,22.37,26.15,36.12,40.97,51.48,31.81,33.42,29.92,41.24,37.47,45.82,48.79,37.74,33.69,32.08,52.83,69.54,85.18,70.89,64.96,45.28,37.74,56.6,46.09,47.17,58.22,53.1,52.56,60.65,50.13,49.87,55.53,58.22,57.41,68.46,39.89,58.22,63.34,49.33,65.77
BK0479,钢铁行业,89.22,99.46,99.19,97.57,80.86,98.11,98.92,99.19,99.19,99.19,98.92,84.91,84.1,97.84,94.88,17.79,7.28,1.62,0.27,0.54,4.31,7.55,35.58,11.86,20.22,98.38,99.46,99.46,99.73,99.19,99.19,99.46,99.19,99.46,99.73,88.41,81.94,93.53,38.01,63.34,53.37,57.41,56.6,95.96,98.38,99.19,98.92,98.65,97.57,97.57,98.92,98.92,98.38,1.62,0.81,0.27,0.54,0.54,0.54,0.27,0.0,0.0,0.0,25.88,0.27,0.0,1.89,27.22,32.35,60.92,53.1,39.35,39.62,16.71,47.98,52.56,56.87,36.39,61.99,6.47,15.9,40.43,73.05,83.29,70.62,77.9,85.18,66.31,63.61,83.02,88.68,84.64,92.72,93.53,92.18,89.49,84.1,94.34,95.42,95.15,88.95,90.84,67.12,75.74,47.44,35.58,64.15,23.18,19.41,14.02,29.65,59.03,70.35,52.83,95.42,98.11,96.23,95.96,97.84,91.11,96.5,93.8,96.5,95.96,95.96,96.77,97.84,97.04,97.04,97.84,98.38,97.84,98.38,97.84,96.77,74.12,88.14,85.44,70.62,81.13
BK0962,RCEP概念,88.95,92.45,91.64,80.59,73.32,73.32,63.61,75.47,71.16,64.42,70.62,68.19,69.81,79.51,90.57,71.16,88.14,91.91,95.15,93.26,91.11,90.3,88.14,69.54,31.27,79.51,56.87,55.26,68.19,31.54,38.81,10.24,14.02,15.36,14.56,11.05,11.05,5.39,7.28,16.17,28.3,38.54,37.74,57.68,64.96,67.39,67.39,80.32,69.27,39.08,23.72,43.67,40.16,27.22,36.39,23.45,27.76,16.17,31.81,41.51,42.05,51.48,70.62,46.9,22.1,19.68,13.21,20.49,12.13,15.09,12.67,9.16,9.7,21.83,33.15,54.45,57.14,57.41,86.25,76.82,90.03,77.63,84.91,88.68,77.9,70.08,70.35,44.2,24.26,19.14,13.48,26.95,13.21,8.89,6.74,2.7,2.96,7.01,16.44,33.69,46.63,36.12,46.63,48.79,45.82,61.73,56.6,44.74,28.03,24.26,16.44,27.22,45.55,51.48,63.88,60.11,59.84,71.43,55.53,47.98,52.83,47.17,42.86,35.04,19.14,15.9,27.22,37.74,53.37,56.33,59.57,64.96,66.58,66.04,79.25,89.49,80.59,84.1,80.32,85.71
BK0980,债转股,88.68,94.07,96.23,92.72,89.49,76.28,78.44,88.14,90.84,92.45,91.11,87.06,81.13,85.98,85.44,83.02,86.52,71.7,52.02,22.91,21.02,32.88,35.04,34.5,32.61,58.49,43.13,47.44,70.08,59.03,52.56,32.61,37.47,36.66,35.58,19.68,15.9,16.17,9.16,14.02,24.53,29.11,36.66,46.9,63.07,79.78,78.44,77.09,79.78,88.68,82.75,84.64,88.95,85.44,74.12,48.25,68.73,67.39,70.89,73.32,68.19,49.6,53.37,61.19,47.17,34.23,28.57,26.95,27.49,28.3,23.45,31.54,28.03,26.68,25.88,38.54,32.61,43.13,55.53,25.88,32.88,29.65,34.23,33.96,31.54,26.68,22.37,12.4,19.41,28.84,30.46,49.33,63.34,66.58,70.89,67.12,70.08,79.51,75.74,78.71,76.55,65.5,49.33,46.63,43.94,39.89,41.24,28.57,26.68,18.06,22.91,45.01,49.06,56.87,66.04,71.97,81.94,82.21,87.06,75.74,78.71,83.02,86.52,86.25,84.64,83.83,89.49,91.11,88.14,92.99,91.91,91.91,91.37,90.57,90.3,85.71,74.12,66.58,68.46,76.55
BK0948,MicroLED,88.41,82.21,63.07,54.99,83.02,68.19,25.88,57.95,35.31,29.65,12.67,19.68,10.51,4.58,1.62,0.81,0.81,0.27,0.81,1.35,0.0,0.0,1.62,39.89,33.96,35.58,38.54,43.67,26.15,32.08,63.07,67.39,54.45,33.42,19.14,27.76,81.13,90.3,94.61,89.22,60.11,46.9,57.68,19.68,26.68,48.25,18.6,6.74,1.62,2.96,16.17,9.43,2.96,9.7,14.02,5.93,5.39,16.98,53.1,36.66,22.37,42.59,52.02,61.73,75.47,78.44,75.74,70.35,49.87,51.21,80.05,90.3,91.37,92.18,85.18,81.67,92.45,91.64,91.91,90.84,49.87,59.57,15.09,16.71,45.28,79.25,59.03,82.48,89.76,90.3,92.99,90.57,87.6,85.44,93.26,96.23,97.57,98.11,98.11,99.46,99.73,98.65,98.65,96.77,91.37,68.73,82.21,55.26,62.8,7.82,11.86,28.3,14.02,24.53,42.59,59.57,17.52,12.67,31.81,46.63,36.66,21.56,15.9,15.09,17.25,22.64,9.43,11.05,2.43,1.89,7.01,21.02,14.29,12.4,12.94,8.36,27.22,18.33,7.28,13.21
BK0881,3D玻璃,88.14,81.13,77.63,80.86,84.1,48.52,56.87,59.84,38.27,24.26,30.19,28.3,22.37,29.11,21.02,24.26,17.79,23.18,58.49,74.66,78.98,77.9,88.41,83.29,85.18,84.37,84.64,63.34,34.5,53.64,55.26,53.91,35.85,38.81,17.79,28.3,41.78,73.85,81.13,59.57,57.95,54.99,67.65,54.18,63.88,59.3,59.84,44.2,26.42,42.32,5.39,3.5,6.74,5.93,4.85,9.16,3.77,4.31,18.06,28.84,68.73,78.17,56.87,64.42,69.27,74.12,85.44,86.52,68.46,67.12,83.83,77.9,75.2,73.58,75.2,90.57,74.39,82.75,85.44,72.24,38.81,57.95,60.65,53.37,56.33,32.08,77.63,85.44,83.56,87.87,80.32,73.85,40.43,38.27,58.76,57.68,32.35,28.03,57.95,73.32,77.36,80.86,91.11,95.69,96.23,99.19,99.19,99.19,99.19,99.73,99.19,98.92,99.46,98.38,92.72,73.05,21.29,10.78,9.97,54.99,16.98,0.81,0.54,0.0,7.55,8.36,4.04,28.57,10.78,0.54,2.43,8.89,5.93,2.16,4.58,6.74,43.94,14.29,15.09,33.42
